label	cutoff	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	fdr	accuracy	mcc	f1score	ref	dataset_filter	region	seed	method	tool
0.03	0.03	173746	2967770000	34098	100391	0.633793	0.999989	0.835944	0.999966	0.835944	0.999955	0.727863	0.720966	silva	human	bact_v4	87	de_novo	mothur
0.03	0.03	174202	2967770000	34461	99935	0.635456	0.999988	0.834849	0.999966	0.834849	0.999955	0.728339	0.721632	silva	human	bact_v4	88	de_novo	mothur
0.03	0.03	174927	2967770000	35649	99210	0.638101	0.999988	0.830707	0.999967	0.830707	0.999955	0.728041	0.721776	silva	human	bact_v4	89	de_novo	mothur
0.03	0.03	174403	2967770000	35089	99734	0.636189	0.999988	0.832504	0.999966	0.832504	0.999955	0.727736	0.721226	silva	human	bact_v4	90	de_novo	mothur
0.03	0.03	173820	2967770000	34023	100317	0.634063	0.999989	0.836304	0.999966	0.836304	0.999955	0.728175	0.721275	silva	human	bact_v4	91	de_novo	mothur
0.03	0.03	173801	2967770000	34266	100336	0.633993	0.999988	0.835313	0.999966	0.835313	0.999955	0.727703	0.720861	silva	human	bact_v4	92	de_novo	mothur
0.03	0.03	174015	2967770000	34550	100122	0.634774	0.999988	0.834344	0.999966	0.834344	0.999955	0.727728	0.721004	silva	human	bact_v4	93	de_novo	mothur
0.03	0.03	173227	2967770000	33423	100910	0.631899	0.999989	0.838263	0.999966	0.838263	0.999955	0.727782	0.720598	silva	human	bact_v4	94	de_novo	mothur
0.03	0.03	172789	2967770000	33114	101348	0.630302	0.999989	0.839177	0.999966	0.839177	0.999955	0.727258	0.719894	silva	human	bact_v4	95	de_novo	mothur
0.03	0.03	174289	2967770000	34587	99848	0.635773	0.999988	0.834414	0.999966	0.834414	0.999955	0.728332	0.721674	silva	human	bact_v4	96	de_novo	mothur
0.03	0.03	173496	2967770000	33957	100641	0.632881	0.999989	0.836315	0.999966	0.836315	0.999955	0.7275	0.720513	silva	human	bact_v4	97	de_novo	mothur
0.03	0.03	172594	2967770000	32991	101543	0.62959	0.999989	0.839526	0.999966	0.839526	0.999955	0.726998	0.719558	silva	human	bact_v4	98	de_novo	mothur
0.03	0.03	173279	2967770000	33999	100858	0.632089	0.999989	0.835974	0.999966	0.835974	0.999955	0.726897	0.719874	silva	human	bact_v4	99	de_novo	mothur
0.03	0.03	174376	2967770000	35365	99761	0.636091	0.999988	0.831387	0.999966	0.831387	0.999954	0.727191	0.720744	silva	human	bact_v4	100	de_novo	mothur
0.03	0.03	12825	37134300	2552	6855	0.651677	0.999931	0.834038	0.999815	0.834038	0.999747	0.73712	0.731666	rdp	human	bact_v4	1	de_novo	mothur
0.03	0.03	12790	37134300	2493	6890	0.649898	0.999933	0.836878	0.999814	0.836878	0.999747	0.737366	0.731631	rdp	human	bact_v4	2	de_novo	mothur
0.03	0.03	12661	37134500	2304	7019	0.643343	0.999938	0.846041	0.999811	0.846041	0.999749	0.737645	0.730899	rdp	human	bact_v4	3	de_novo	mothur
0.03	0.03	12722	37134500	2371	6958	0.646443	0.999936	0.842907	0.999813	0.842907	0.999749	0.738049	0.731717	rdp	human	bact_v4	4	de_novo	mothur
0.03	0.03	12896	37134200	2607	6784	0.655285	0.99993	0.831839	0.999817	0.831839	0.999747	0.738182	0.733081	rdp	human	bact_v4	5	de_novo	mothur
0.03	0.03	12608	37134600	2252	7072	0.64065	0.999939	0.848452	0.99981	0.848452	0.999749	0.737148	0.730052	rdp	human	bact_v4	6	de_novo	mothur
0.03	0.03	12772	37134400	2460	6908	0.648984	0.999934	0.838498	0.999814	0.838498	0.999748	0.73756	0.731668	rdp	human	bact_v4	7	de_novo	mothur
0.03	0.03	12765	37134300	2485	6915	0.648628	0.999933	0.837049	0.999814	0.837049	0.999747	0.73672	0.73089	rdp	human	bact_v4	8	de_novo	mothur
0.03	0.03	12648	37134500	2345	7032	0.642683	0.999937	0.843594	0.999811	0.843594	0.999748	0.736199	0.729559	rdp	human	bact_v4	9	de_novo	mothur
0.03	0.03	12818	37134300	2535	6862	0.651321	0.999932	0.834886	0.999815	0.834886	0.999747	0.737293	0.731767	rdp	human	bact_v4	10	de_novo	mothur
0.03	0.03	12780	37134400	2444	6900	0.64939	0.999934	0.839464	0.999814	0.839464	0.999749	0.738217	0.732294	rdp	human	bact_v4	11	de_novo	mothur
0.03	0.03	12660	37134500	2318	7020	0.643293	0.999938	0.84524	0.999811	0.84524	0.999749	0.737267	0.730567	rdp	human	bact_v4	12	de_novo	mothur
0.03	0.03	12723	37134400	2380	6957	0.646494	0.999936	0.842415	0.999813	0.842415	0.999749	0.737863	0.731564	rdp	human	bact_v4	13	de_novo	mothur
0.03	0.03	12884	37134200	2615	6796	0.654675	0.99993	0.831279	0.999817	0.831279	0.999747	0.73759	0.732482	rdp	human	bact_v4	14	de_novo	mothur
0.03	0.03	12745	37134400	2424	6935	0.647612	0.999935	0.8402	0.999813	0.8402	0.999748	0.737528	0.731441	rdp	human	bact_v4	15	de_novo	mothur
0.03	0.03	12607	37134500	2331	7073	0.6406	0.999937	0.843955	0.99981	0.843955	0.999747	0.735161	0.728349	rdp	human	bact_v4	16	de_novo	mothur
0.03	0.03	12747	37134400	2441	6933	0.647713	0.999934	0.839281	0.999813	0.839281	0.999748	0.737182	0.731158	rdp	human	bact_v4	17	de_novo	mothur
0.03	0.03	12673	37134500	2287	7007	0.643953	0.999938	0.847126	0.999811	0.847126	0.99975	0.738468	0.731697	rdp	human	bact_v4	18	de_novo	mothur
0.03	0.03	12764	37134400	2426	6916	0.648577	0.999935	0.84029	0.999814	0.84029	0.999749	0.738117	0.732091	rdp	human	bact_v4	19	de_novo	mothur
0.03	0.03	12797	37134400	2480	6883	0.650254	0.999933	0.837664	0.999815	0.837664	0.999748	0.737915	0.732157	rdp	human	bact_v4	20	de_novo	mothur
0.03	0.03	12721	37134500	2371	6959	0.646392	0.999936	0.842897	0.999813	0.842897	0.999749	0.738016	0.731681	rdp	human	bact_v4	21	de_novo	mothur
0.03	0.03	12805	37134300	2537	6875	0.650661	0.999932	0.834637	0.999815	0.834637	0.999747	0.736809	0.731255	rdp	human	bact_v4	22	de_novo	mothur
0.03	0.03	12856	37134300	2545	6824	0.653252	0.999931	0.834751	0.999816	0.834751	0.999748	0.738326	0.732932	rdp	human	bact_v4	23	de_novo	mothur
0.03	0.03	12785	37134400	2477	6895	0.649644	0.999933	0.837701	0.999814	0.837701	0.999748	0.737585	0.731784	rdp	human	bact_v4	24	de_novo	mothur
0.03	0.03	12719	37134500	2373	6961	0.646291	0.999936	0.842764	0.999813	0.842764	0.999749	0.7379	0.731566	rdp	human	bact_v4	25	de_novo	mothur
0.03	0.03	12641	37134500	2286	7039	0.642327	0.999938	0.846855	0.99981	0.846855	0.999749	0.737417	0.730546	rdp	human	bact_v4	26	de_novo	mothur
0.03	0.03	12741	37134400	2389	6939	0.647409	0.999936	0.842102	0.999813	0.842102	0.999749	0.738247	0.732031	rdp	human	bact_v4	27	de_novo	mothur
0.03	0.03	12722	37134400	2451	6958	0.646443	0.999934	0.838463	0.999813	0.838463	0.999747	0.736099	0.730038	rdp	human	bact_v4	28	de_novo	mothur
0.03	0.03	12739	37134400	2419	6941	0.647307	0.999935	0.840414	0.999813	0.840414	0.999748	0.737448	0.731328	rdp	human	bact_v4	29	de_novo	mothur
0.03	0.03	12688	37134500	2332	6992	0.644715	0.999937	0.84474	0.999812	0.84474	0.999749	0.737864	0.731297	rdp	human	bact_v4	30	de_novo	mothur
0.03	0.03	12685	37134500	2370	6995	0.644563	0.999936	0.842577	0.999812	0.842577	0.999748	0.73683	0.730387	rdp	human	bact_v4	31	de_novo	mothur
0.03	0.03	12783	37134300	2542	6897	0.649543	0.999932	0.834127	0.999814	0.834127	0.999746	0.735951	0.730353	rdp	human	bact_v4	32	de_novo	mothur
0.03	0.03	12709	37134400	2413	6971	0.645783	0.999935	0.840431	0.999812	0.840431	0.999747	0.736587	0.73036	rdp	human	bact_v4	33	de_novo	mothur
0.03	0.03	12732	37134400	2400	6948	0.646951	0.999935	0.841396	0.999813	0.841396	0.999748	0.737676	0.731472	rdp	human	bact_v4	34	de_novo	mothur
0.03	0.03	12786	37134300	2484	6894	0.649695	0.999933	0.837328	0.999814	0.837328	0.999748	0.737449	0.731674	rdp	human	bact_v4	35	de_novo	mothur
0.03	0.03	12823	37134300	2519	6857	0.651575	0.999932	0.83581	0.999815	0.83581	0.999748	0.737846	0.732283	rdp	human	bact_v4	36	de_novo	mothur
0.03	0.03	12814	37134300	2526	6866	0.651118	0.999932	0.835332	0.999815	0.835332	0.999747	0.737376	0.73181	rdp	human	bact_v4	37	de_novo	mothur
0.03	0.03	12715	37134400	2414	6965	0.646087	0.999935	0.840439	0.999812	0.840439	0.999748	0.736764	0.730558	rdp	human	bact_v4	38	de_novo	mothur
0.03	0.03	12697	37134500	2337	6983	0.645173	0.999937	0.844552	0.999812	0.844552	0.999749	0.738043	0.73152	rdp	human	bact_v4	39	de_novo	mothur
0.03	0.03	12792	37134400	2455	6888	0.65	0.999934	0.838985	0.999815	0.838985	0.999749	0.738352	0.732499	rdp	human	bact_v4	40	de_novo	mothur
0.03	0.03	12711	37134500	2372	6969	0.645884	0.999936	0.842737	0.999812	0.842737	0.999749	0.737655	0.731295	rdp	human	bact_v4	41	de_novo	mothur
0.03	0.03	12653	37134500	2343	7027	0.642937	0.999937	0.843758	0.999811	0.843758	0.999748	0.736416	0.729784	rdp	human	bact_v4	42	de_novo	mothur
0.03	0.03	12837	37134300	2497	6843	0.652287	0.999933	0.837159	0.999816	0.837159	0.999749	0.738845	0.73325	rdp	human	bact_v4	43	de_novo	mothur
0.03	0.03	12722	37134400	2401	6958	0.646443	0.999935	0.841235	0.999813	0.841235	0.999748	0.737316	0.731086	rdp	human	bact_v4	44	de_novo	mothur
0.03	0.03	12763	37134400	2450	6917	0.648526	0.999934	0.838954	0.999814	0.838954	0.999748	0.737501	0.731551	rdp	human	bact_v4	45	de_novo	mothur
0.03	0.03	12737	37134400	2420	6943	0.647205	0.999935	0.840338	0.999813	0.840338	0.999748	0.737357	0.731234	rdp	human	bact_v4	46	de_novo	mothur
0.03	0.03	12638	37134500	2282	7042	0.642175	0.999939	0.847051	0.99981	0.847051	0.999749	0.737415	0.73052	rdp	human	bact_v4	47	de_novo	mothur
0.03	0.03	12802	37134300	2522	6878	0.650508	0.999932	0.835422	0.999815	0.835422	0.999747	0.737069	0.731459	rdp	human	bact_v4	48	de_novo	mothur
0.03	0.03	12755	37134400	2472	6925	0.64812	0.999933	0.837657	0.999814	0.837657	0.999747	0.736699	0.730799	rdp	human	bact_v4	49	de_novo	mothur
0.03	0.03	12687	37134500	2379	6993	0.644665	0.999936	0.842095	0.999812	0.842095	0.999748	0.736677	0.730271	rdp	human	bact_v4	50	de_novo	mothur
0.03	0.03	12654	37134500	2304	7026	0.642988	0.999938	0.845969	0.999811	0.845969	0.999749	0.73741	0.730643	rdp	human	bact_v4	51	de_novo	mothur
0.03	0.03	12733	37134400	2420	6947	0.647002	0.999935	0.840296	0.999813	0.840296	0.999748	0.737223	0.731088	rdp	human	bact_v4	52	de_novo	mothur
0.03	0.03	12633	37134600	2277	7047	0.641921	0.999939	0.847284	0.99981	0.847284	0.999749	0.73737	0.730442	rdp	human	bact_v4	53	de_novo	mothur
0.03	0.03	12829	37134300	2542	6851	0.65188	0.999932	0.834624	0.999816	0.834624	0.999747	0.737494	0.732019	rdp	human	bact_v4	54	de_novo	mothur
0.03	0.03	12662	37134500	2312	7018	0.643394	0.999938	0.845599	0.999811	0.845599	0.999749	0.737482	0.73076700000000006	rdp	human	bact_v4	55	de_novo	mothur
0.03	0.03	12648	37134500	2312	7032	0.642683	0.999938	0.845455	0.999811	0.845455	0.999749	0.737011	0.730254	rdp	human	bact_v4	56	de_novo	mothur
0.03	0.03	12758	37134400	2422	6922	0.648272	0.999935	0.840448	0.999814	0.840448	0.999749	0.738013	0.731956	rdp	human	bact_v4	57	de_novo	mothur
0.03	0.03	12744	37134400	2414	6936	0.647561	0.999935	0.840744	0.999813	0.840744	0.999748	0.737738	0.731615	rdp	human	bact_v4	58	de_novo	mothur
0.03	0.03	12753	37134400	2420	6927	0.648018	0.999935	0.840506	0.999813	0.840506	0.999748	0.737894	0.731816	rdp	human	bact_v4	59	de_novo	mothur
0.03	0.03	12846	37134300	2523	6834	0.652744	0.999932	0.835838	0.999816	0.835838	0.999748	0.73852	0.733031	rdp	human	bact_v4	60	de_novo	mothur
0.03	0.03	12710	37134500	2375	6970	0.645833	0.999936	0.842559	0.999812	0.842559	0.999748	0.737548	0.731195	rdp	human	bact_v4	61	de_novo	mothur
0.03	0.03	12682	37134500	2342	6998	0.644411	0.999937	0.844116	0.999812	0.844116	0.999749	0.737416	0.730867	rdp	human	bact_v4	62	de_novo	mothur
0.03	0.03	12596	37134600	2235	7084	0.640041	0.99994	0.849302	0.999809	0.849302	0.999749	0.737167	0.72997	rdp	human	bact_v4	63	de_novo	mothur
0.03	0.03	12803	37134300	2513	6877	0.650559	0.999932	0.835923	0.999815	0.835923	0.999747	0.73732	0.731684	rdp	human	bact_v4	64	de_novo	mothur
