label	cutoff	numotus	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	fdr	accuracy	mcc	f1score	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	dataset	ref	region	seed	method	printref	fraction_mapped	ref_weight	ref_frac	sample_frac	tool	criteria
0.03	0.03	12259	34643000	8410880000	4006230	5994940	0.8525	0.9995	0.8963	0.9993	0.8963	0.9988	0.8735	0.8739	525.2022	00:08:45	15118.69	15536.58	15112.16	15113.72	1231.84	0.04	0	human	silva	bact_v4	11	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12297	34664800	8410900000	3987960	5973110	0.853	0.9995	0.8968	0.9993	0.8968	0.9988	0.8741	0.8744	637.2453	00:10:37	7662.1	8080.68	7659.8	7660.12	32.11	2.3	0	human	silva	bact_v4	12	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12259	34641300	8410890000	3998540	5996600	0.8524	0.9995	0.8965	0.9993	0.8965	0.9988	0.8736	0.8739	558.8035	00:09:18	15121.45	15540.57	15119.48	15119.76	678.29	2.29	0	human	silva	bact_v4	13	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12295	34662000	8410770000	4114190	5975890	0.8529	0.9995	0.8939	0.9993	0.8939	0.9988	0.8726	0.8729	710.0156	00:11:50	15110.5	15526.65	15107.79	15108.2	1761.8	2.29	0	human	silva	bact_v4	14	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12258	34652800	8410900000	3988220	5985070	0.8527	0.9995	0.8968	0.9993	0.8968	0.9988	0.8739	0.8742	570.7983	00:09:30	8712.31	9136.29	8708.38	8709.27	1665.09	2.3	0	human	silva	bact_v4	15	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12232	34662100	8410890000	3994350	5975810	0.8529	0.9995	0.8967	0.9993	0.8967	0.9988	0.8739	0.8743	667.511	00:11:07	7538.48	7955.11	7531.02	7533.93	1761.81	2.31	0	human	silva	bact_v4	16	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12278	34634500	8410880000	4005250	6003370	0.8523	0.9995	0.8963	0.9993	0.8963	0.9988	0.8734	0.8738	570.2029	00:09:30	10295.18	10719.12	10294.08	10294.28	394.25	2.28	0	human	silva	bact_v4	17	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12228	34665700	8410900000	3989350	5972220	0.853	0.9995	0.8968	0.9993	0.8968	0.9988	0.8741	0.8744	525.9476	00:08:45	15124.36	15540.57	15116.11	15117.69	5.88	0.04	0	human	silva	bact_v4	18	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12276	34653000	8410910000	3981380	5984920	0.8527	0.9995	0.8969	0.9993	0.8969	0.9988	0.874	0.8743	549.5698	00:09:09	15110.51	15526.67	15107.87	15108.47	1761.81	0.05	0	human	silva	bact_v4	19	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12239	34660600	8410900000	3986050	5977280	0.8529	0.9995	0.8969	0.9993	0.8969	0.9988	0.874	0.8743	527.2229	00:08:47	15120.84	15540.57	15116.11	15117.43	891.62	2.3	0	human	silva	bact_v4	20	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12235	34686400	8410880000	4012570	5951510	0.8535	0.9995	0.8963	0.9993	0.8963	0.9988	0.8741	0.8744	565.9515	00:09:25	11437.49	11862.63	11436.57	11436.9	23.86	2.29	0	human	silva	bact_v4	21	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12239	34691800	8410870000	4014370	5946080	0.8537	0.9995	0.8963	0.9993	0.8963	0.9988	0.8741	0.8745	624.9279	00:10:24	13803.75	14223.81	13802.34	13802.85	1726.67	2.3	0	human	silva	bact_v4	22	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12219	34676100	8410870000	4013970	5961850	0.8533	0.9995	0.8963	0.9993	0.8963	0.9988	0.8739	0.8742	560.5063	00:09:20	15120.97	15540.57	15116.18	15117.69	10.36	2.3	0	human	silva	bact_v4	23	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12139	34734700	8410060000	4824880	5903230	0.8547	0.9994	0.878	0.9993	0.878	0.9987	0.8657	0.8662	580.855	00:09:40	7402.41	7822.09	7397.52	7399.03	13.65	2.28	0	human	silva	bact_v4	24	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12262	34642700	8410910000	3981610	5995210	0.8525	0.9995	0.8969	0.9993	0.8969	0.9988	0.8738	0.8741	678.5241	00:11:18	15124.37	15540.57	15121.73	15122.33	1761.8	2.32	0	human	silva	bact_v4	25	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12242	34656200	8410890000	3994100	5981740	0.8528	0.9995	0.8967	0.9993	0.8967	0.9988	0.8739	0.8742	549.3376	00:09:09	7466.05	7882.79	7463.71	7464.1	1761.8	2.28	0	human	silva	bact_v4	26	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12245	34651600	8410800000	4092310	5986270	0.8527	0.9995	0.8944	0.9993	0.8944	0.9988	0.8727	0.873	587.0096	00:09:47	15120.39	15536.56	15117.7	15118.19	1761.8	2.28	0	human	silva	bact_v4	27	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12279	34637100	8410890000	3996900	6000800	0.8523	0.9995	0.8965	0.9993	0.8965	0.9988	0.8736	0.8739	506.0167	00:08:26	11275.04	11693.91	11274.1	11274.42	1752.43	2.28	0	human	silva	bact_v4	28	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12269	34652800	8410880000	4006510	5985140	0.8527	0.9995	0.8964	0.9993	0.8964	0.9988	0.8737	0.874	526.7689	00:08:46	15120.39	15536.57	15112.61	15115.54	1761.8	2.3	0	human	silva	bact_v4	29	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12249	34648600	8410810000	4080680	5989350	0.8526	0.9995	0.8946	0.9993	0.8946	0.9988	0.8728	0.8731	643.798	00:10:43	15116.2	15536.55	15114.19	15114.47	38.65	0.07	0	human	silva	bact_v4	30	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12253	34625300	8410910000	3973750	6012560	0.852	0.9995	0.8971	0.9993	0.8971	0.9988	0.8737	0.874	506.9655	00:08:26	10524.23	10941.88	10516.91	10518.98	1641.32	2.28	0	human	silva	bact_v4	31	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12223	34657000	8410830000	4061740	5980870	0.8528	0.9995	0.8951	0.9993	0.8951	0.9988	0.8731	0.8734	576.5	00:09:36	7630.12	8046.49	7627.59	7628.03	1761.8	2.28	0	human	silva	bact_v4	32	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12193	34622100	8410190000	4700150	6015830	0.852	0.9994	0.8805	0.9993	0.8805	0.9987	0.8655	0.866	503.3459	00:08:23	13919.31	14337.5	13912.1	13914.18	9.43	2.28	0	human	silva	bact_v4	33	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12286	34665700	8410880000	4004800	5972180	0.853	0.9995	0.8964	0.9993	0.8964	0.9988	0.8739	0.8742	514.8071	00:08:34	7496.09	7912.57	7493.59	7494.19	1761.81	2.28	0	human	silva	bact_v4	34	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12283	34624100	8410810000	4073810	6013770	0.852	0.9995	0.8947	0.9993	0.8947	0.9988	0.8725	0.8728	576.9262	00:09:36	7419.67	7836.11	7411.43	7413.41	20.5	2.3	0	human	silva	bact_v4	35	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12242	34636000	8410920000	3967470	6001860	0.8523	0.9995	0.8972	0.9993	0.8972	0.9988	0.8739	0.8742	509.351	00:08:29	8552.59	8973.61	8545.43	8547.51	1735.38	2.28	0	human	silva	bact_v4	36	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12248	34653000	8410920000	3969870	5984930	0.8527	0.9995	0.8972	0.9993	0.8972	0.9988	0.8741	0.8744	545.2477	00:09:05	7639.36	8055.66	7636.83	7637.42	1761.8	2.29	0	human	silva	bact_v4	37	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12267	34635400	8410910000	3974040	6002530	0.8523	0.9995	0.8971	0.9993	0.8971	0.9988	0.8738	0.8741	506.3996	00:08:26	10510.77	10928.34	10503.36	10506.49	1734.04	2.28	0	human	silva	bact_v4	38	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12254	34639500	8410910000	3976720	5998370	0.8524	0.9995	0.897	0.9993	0.897	0.9988	0.8738	0.8741	544.5799	00:09:04	7556.79	7973.29	7548.77	7550.72	543.05	2.28	0	human	silva	bact_v4	39	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12227	34648100	8410900000	3983470	5989810	0.8526	0.9995	0.8969	0.9993	0.8969	0.9988	0.8739	0.8742	523.6043	00:08:43	15120.4	15536.57	15112.15	15114.1	1205.46	0.04	0	human	silva	bact_v4	40	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12255	34638400	8410900000	3986360	5999550	0.8524	0.9995	0.8968	0.9993	0.8968	0.9988	0.8737	0.874	504.9993	00:08:24	12598.2	13018.54	12590.92	12592.87	1478.37	2.28	0	human	silva	bact_v4	41	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12269	34642200	8410910000	3975850	5995700	0.8525	0.9995	0.897	0.9993	0.897	0.9988	0.8739	0.8742	508.2577	00:08:28	9080.46	9500.7	9073.45	9076.42	235.59	2.28	0	human	silva	bact_v4	42	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12229	34554200	8410860000	4031150	6083680	0.8503	0.9995	0.8955	0.9993	0.8955	0.9988	0.872	0.8723	630.744	00:10:30	8267.94	8693.48	8266.5	8266.92	29.22	2.31	0	human	silva	bact_v4	43	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12264	34656100	8410910000	3978290	5981780	0.8528	0.9995	0.897	0.9993	0.897	0.9988	0.874	0.8744	516.2992	00:08:36	7413.92	7832.38	7407.7	7409.19	26.91	2.29	0	human	silva	bact_v4	44	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12264	34648800	8410910000	3976220	5989060	0.8526	0.9995	0.8971	0.9993	0.8971	0.9988	0.874	0.8743	601.013	00:10:01	7856.37	8283.43	7855.07	7855.42	23.67	2.29	0	human	silva	bact_v4	45	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12241	34665500	8410910000	3981530	5972410	0.853	0.9995	0.897	0.9993	0.897	0.9988	0.8741	0.8745	623.3099	00:10:23	14245.72	14666.61	14241.77	14243.51	24.36	2.31	0	human	silva	bact_v4	46	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12248	34683600	8410860000	4024560	5954260	0.8535	0.9995	0.896	0.9993	0.896	0.9988	0.8739	0.8742	537.9661	00:08:57	9501.38	9920.81	9494.18	9496.22	1735.16	2.3	0	human	silva	bact_v4	47	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12255	34637400	8410910000	3979510	6000540	0.8523	0.9995	0.8969	0.9993	0.8969	0.9988	0.8738	0.8741	540.5029	00:09:00	8794.58	9215.04	8787.77	8790.67	1761.8	2.3	0	human	silva	bact_v4	48	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12259	34629100	8410890000	3995220	6008810	0.8521	0.9995	0.8966	0.9993	0.8966	0.9988	0.8735	0.8738	535.8428	00:08:55	13019.37	13438.89	13011.95	13014.03	23.48	2.29	0	human	silva	bact_v4	49	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12237	34636800	8410910000	3977830	6001100	0.8523	0.9995	0.897	0.9993	0.897	0.9988	0.8738	0.8741	632.5931	00:10:32	10409.7	10832.3	10408.07	10408.63	24.61	2.3	0	human	silva	bact_v4	50	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12223	34679500	8410910000	3982180	5958430	0.8534	0.9995	0.897	0.9993	0.897	0.9988	0.8743	0.8746	541.241	00:09:01	8936.55	9356.73	8929.09	8931.05	22.38	2.28	0	human	silva	bact_v4	51	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12259	34649000	8410910000	3980590	5988880	0.8526	0.9995	0.897	0.9993	0.897	0.9988	0.8739	0.8742	561.8621	00:09:21	15124.36	15540.57	15116.11	15118.08	1536.76	2.3	0	human	silva	bact_v4	52	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12270	34638400	8410810000	4081800	5999460	0.8524	0.9995	0.8946	0.9993	0.8946	0.9988	0.8726	0.873	617.0223	00:10:17	15114.5	15530.62	15111.8	15112.28	1761.8	2.28	0	human	silva	bact_v4	53	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12224	34674200	8410890000	3994340	5963690	0.8532	0.9995	0.8967	0.9993	0.8967	0.9988	0.8741	0.8744	617.118	00:10:17	15119.62	15540.57	15117.5	15117.8	25.77	2.32	0	human	silva	bact_v4	54	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12261	34673000	8410870000	4015320	5964870	0.8532	0.9995	0.8962	0.9993	0.8962	0.9988	0.8739	0.8742	539.6658	00:08:59	9461.21	9882.27	9455.69	9457.96	20.7	2.29	0	human	silva	bact_v4	55	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12264	34648600	8410900000	3989410	5989270	0.8526	0.9995	0.8967	0.9993	0.8967	0.9988	0.8738	0.8741	538.9911	00:08:58	9132.58	9554.33	9127.14	9128.7	9.38	2.28	0	human	silva	bact_v4	56	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12267	34645900	8410890000	3993240	5992000	0.8526	0.9995	0.8967	0.9993	0.8967	0.9988	0.8737	0.874	528.1052	00:08:48	15121.93	15540.56	15116.09	15117.87	20.89	2.29	0	human	silva	bact_v4	57	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12231	34674900	8410870000	4014030	5963010	0.8533	0.9995	0.8962	0.9993	0.8962	0.9988	0.8739	0.8742	552.7673	00:09:12	15119.94	15536.57	15112.15	15114.06	1737.62	0.06	0	human	silva	bact_v4	58	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12253	34688900	8410890000	3995250	5949010	0.8536	0.9995	0.8967	0.9993	0.8967	0.9988	0.8743	0.8746	602.2871	00:10:02	15127.18	15546.51	15125.1	15125.27	180.97	2.28	0	human	silva	bact_v4	59	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12118	34720900	8410080000	4810900	5917050	0.8544	0.9994	0.8783	0.9993	0.8783	0.9987	0.8656	0.8662	547.3911	00:09:07	7649.97	8069.84	7647.44	7647.98	304.09	2.28	0	human	silva	bact_v4	60	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12258	34667800	8410890000	3999980	5970140	0.8531	0.9995	0.8966	0.9993	0.8966	0.9988	0.874	0.8743	570.2964	00:09:30	8285.27	8711.42	8284.2	8284.5	25.79	2.29	0	human	silva	bact_v4	61	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12228	34640400	8410880000	4005460	5997460	0.8524	0.9995	0.8964	0.9993	0.8964	0.9988	0.8735	0.8738	551.4632	00:09:11	15107.05	15526.66	15102.26	15103.77	60.79	0.07	0	human	silva	bact_v4	62	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12213	34663700	8410900000	3987400	5974250	0.853	0.9995	0.8968	0.9993	0.8968	0.9988	0.874	0.8744	688.7816	00:11:28	9067.07	9491.29	9065.92	9066.2	115.49	2.31	0	human	silva	bact_v4	63	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12249	34663300	8410880000	4011700	5974620	0.853	0.9995	0.8963	0.9993	0.8963	0.9988	0.8738	0.8741	532.2054	00:08:52	15125.34	15546.51	15122.88	15123.43	44.07	2.28	0	human	silva	bact_v4	64	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12262	34659000	8410880000	4004840	5978900	0.8529	0.9995	0.8964	0.9993	0.8964	0.9988	0.8738	0.8741	636.5838	00:10:36	7647.16	8066.35	7644.87	7645.18	27.15	2.3	0	human	silva	bact_v4	65	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12285	34626500	8410910000	3974080	6011380	0.8521	0.9995	0.897	0.9993	0.897	0.9988	0.8737	0.874	533.3851	00:08:53	14207.93	14628.84	14203.91	14205.46	78.86	2.29	0	human	silva	bact_v4	66	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12238	34640700	8410900000	3987800	5997240	0.8524	0.9995	0.8968	0.9993	0.8968	0.9988	0.8737	0.874	559.182	00:09:19	15124.36	15540.56	15116.1	15118.07	205.01	2.3	0	human	silva	bact_v4	67	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12242	34666200	8410900000	3990910	5971730	0.8531	0.9995	0.8968	0.9993	0.8968	0.9988	0.874	0.8744	535.7406	00:08:55	13934.91	14353.22	13927.73	13929.7	35.29	2.28	0	human	silva	bact_v4	68	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12268	34662800	8410900000	3991540	5975130	0.853	0.9995	0.8967	0.9993	0.8967	0.9988	0.874	0.8743	540.6395	00:09:00	9015.78	9439.08	9014.15	9014.31	285.24	2.28	0	human	silva	bact_v4	69	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12266	34676500	8410880000	4007490	5961420	0.8533	0.9995	0.8964	0.9993	0.8964	0.9988	0.874	0.8743	513.3684	00:08:33	7594.65	8011.05	7586.57	7588.16	800.9	2.28	0	human	silva	bact_v4	70	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12261	34671600	8410890000	4001040	5966300	0.8532	0.9995	0.8965	0.9993	0.8965	0.9988	0.874	0.8743	560.9047	00:09:20	15114.11	15532.61	15111.78	15112	33.79	2.29	0	human	silva	bact_v4	71	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12115	34704800	8410080000	4807410	5933070	0.854	0.9994	0.8783	0.9993	0.8783	0.9987	0.8654	0.866	548.7585	00:09:08	7523.12	7942.99	7518.43	7519.32	13.89	2.28	0	human	silva	bact_v4	72	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12274	34652000	8410810000	4078560	5985860	0.8527	0.9995	0.8947	0.9993	0.8947	0.9988	0.8729	0.8732	506.1108	00:08:26	11375.45	11791.88	11368.21	11371.22	1732.53	2.28	0	human	silva	bact_v4	73	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12261	34652000	8410890000	3993590	5985900	0.8527	0.9995	0.8967	0.9993	0.8967	0.9988	0.8738	0.8741	507.1562	00:08:27	10442.54	10862.34	10437.23	10439.45	1731.23	2.28	0	human	silva	bact_v4	74	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12295	34653700	8410820000	4071040	5984200	0.8527	0.9995	0.8949	0.9993	0.8949	0.9988	0.873	0.8733	517.1869	00:08:37	7388.45	7805.18	7380.48	7382.06	947.57	2.28	0	human	silva	bact_v4	75	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12207	34676800	8410900000	3992760	5961100	0.8533	0.9995	0.8967	0.9993	0.8967	0.9988	0.8742	0.8745	620.6174	00:10:20	15126.43	15546.51	15124.41	15124.76	1270.34	2.31	0	human	silva	bact_v4	76	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12270	34635500	8410900000	3983470	6002420	0.8523	0.9995	0.8969	0.9993	0.8969	0.9988	0.8737	0.874	552.1769	00:09:12	15107.77	15526.66	15105.73	15106.03	26.81	0.05	0	human	silva	bact_v4	77	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12270	34677300	8410880000	4004860	5960630	0.8533	0.9995	0.8965	0.9993	0.8965	0.9988	0.874	0.8744	507.1818	00:08:27	10823.79	11241.2	10816.71	10819.68	1516.15	2.28	0	human	silva	bact_v4	78	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12289	34638900	8410910000	3976990	5999000	0.8524	0.9995	0.897	0.9993	0.897	0.9988	0.8738	0.8741	504.7287	00:08:24	12687.8	13108	12680.51	12682.59	1736.59	2.28	0	human	silva	bact_v4	79	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12260	34655200	8410900000	3986570	5982670	0.8528	0.9995	0.8968	0.9993	0.8968	0.9988	0.8739	0.8743	550.6263	00:09:10	12682.75	15526.66	7378.67	7381.8	30.75	0.05	0	human	silva	bact_v4	80	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12206	34666600	8410890000	4000000	5971330	0.8531	0.9995	0.8966	0.9993	0.8966	0.9988	0.8739	0.8743	543.1383	00:09:03	7558.69	7975.09	7556.12	7556.58	1761.8	2.29	0	human	silva	bact_v4	81	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12226	34681800	8410870000	4014600	5956110	0.8534	0.9995	0.8963	0.9993	0.8963	0.9988	0.874	0.8743	661.1863	00:11:01	7642.09	8061.58	7637.15	7638.88	280.96	2.31	0	human	silva	bact_v4	82	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12238	34672600	8410890000	3993760	5965310	0.8532	0.9995	0.8967	0.9993	0.8967	0.9988	0.8741	0.8744	570.5385	00:09:30	7758.22	8183.28	7756.77	7757.14	30.04	2.3	0	human	silva	bact_v4	83	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12145	34728700	8409970000	4918810	5909200	0.8546	0.9994	0.8759	0.9993	0.8759	0.9987	0.8646	0.8651	545.8121	00:09:05	7560.97	7979.21	7558.59	7559.16	27.54	2.28	0	human	silva	bact_v4	84	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12277	34619200	8410900000	3986260	6018660	0.8519	0.9995	0.8967	0.9993	0.8967	0.9988	0.8734	0.8737	509.985	00:08:29	8074.48	8498.58	8069.53	8071.5	1701.91	2.28	0	human	silva	bact_v4	85	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12235	34652200	8410910000	3980130	5985680	0.8527	0.9995	0.897	0.9993	0.897	0.9988	0.874	0.8743	698.0326	00:11:38	7391.83	7812.54	7389.88	7390.12	23.91	2.32	0	human	silva	bact_v4	86	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12264	34656300	8410900000	3985060	5981580	0.8528	0.9995	0.8969	0.9993	0.8969	0.9988	0.874	0.8743	600.3861	00:10:00	8694.16	9118.37	8692.65	8692.94	29.25	2.31	0	human	silva	bact_v4	87	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12240	34669500	8410800000	4086300	5968450	0.8531	0.9995	0.8946	0.9993	0.8946	0.9988	0.873	0.8734	677.5565	00:11:17	15121.02	15540.57	15118.43	15119.01	1735.7	2.32	0	human	silva	bact_v4	88	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12275	34613700	8410910000	3981960	6024210	0.8518	0.9995	0.8968	0.9993	0.8968	0.9988	0.8734	0.8737	568.7328	00:09:28	12278.86	12702.07	12277.46	12277.67	54.71	2.28	0	human	silva	bact_v4	89	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12266	34648600	8410890000	3999320	5989310	0.8526	0.9995	0.8965	0.9993	0.8965	0.9988	0.8737	0.874	538.7876	00:08:58	15123.34	15540.57	15116.1	15118.65	116.71	2.28	0	human	silva	bact_v4	90	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12245	34651500	8410900000	3986720	5986420	0.8527	0.9995	0.8968	0.9993	0.8968	0.9988	0.8739	0.8742	505.8422	00:08:25	11233.98	11653.57	11232.3	11232.91	1681.7	2.28	0	human	silva	bact_v4	91	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12236	34661200	8410890000	3993610	5976740	0.8529	0.9995	0.8967	0.9993	0.8967	0.9988	0.8739	0.8743	547.4327	00:09:07	7381.98	7798.75	7374.04	7376.01	1721.06	2.25	0	human	silva	bact_v4	92	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	12259	34655400	8410910000	3974770	5982450	0.8528	0.9995	0.8971	0.9993	0.8971	0.9988	0.8741	0.8744	538.4157	00:08:58	11058.18	11475.54	11051.39	11053.3	15.97	2.28	0	human	silva	bact_v4	93	open	FALSE	1	NA	NA	NA	mothur	NA
