iter	label	cutoff	numotus	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	fdr	accuracy	mcc	f1score	dataset	ref	region	seed	method	printref	ref_weight	ref_frac	sample_frac	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	fraction_mapped	num_ref_seqs	num_sample_seqs	num_total_seqs	n_gaps	total_chars
1	0.03	0.03	42125	42383600	33930300000	5956790	12907000	0.7666	0.9998	0.8768	0.9996	0.8768	0.9994	0.8195	0.818	human	NA	NA	4	open	FALSE	simple	0.1	0.9	1109.2486	00:18:29	10269.86	10420.2	10265.4	10266.21	2286.91	2295.37	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	7682	42307500	20905600000	5946700	11424600	0.7874	0.9997	0.8768	0.9995	0.8768	0.9992	0.8305	0.8297	human	NA	NA	4	closed	FALSE	simple	0.1	0.9	1106.8156	00:18:26	10102.62	10254.73	10098.18	10099.56	2286.91	2227.77	0	0.762	26154	235385	261539	89731273	155877244
1	0.03	0.03	7682	42307500	20905600000	5946700	11424600	0.7874	0.9997	0.8768	0.9995	0.8768	0.9992	0.8305	0.8297	human	NA	NA	4	closed	FALSE	simple	0.1	0.9	1106.8156	00:18:26	10102.62	10254.73	10098.18	10099.56	2286.91	2227.77	0	0.762	26154	235385	261539	89731273	155877244
1	0.03	0.03	42315	42414600	33948500000	5963130	12876100	0.7671	0.9998	0.8767	0.9996	0.8767	0.9994	0.8198	0.8183	human	NA	NA	5	open	FALSE	simple	0.1	0.9	1261.4423	00:21:01	10281.3	10431.66	10276.95	10278.05	2286.91	2295.39	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	42315	42414600	33948500000	5963130	12876100	0.7671	0.9998	0.8767	0.9996	0.8767	0.9994	0.8198	0.8183	human	NA	NA	5	open	FALSE	simple	0.1	0.9	1261.4423	00:21:01	10281.3	10431.66	10276.95	10278.05	2286.91	2295.39	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	7704	42341700	20977300000	5953720	11372800	0.7883	0.9997	0.8767	0.9995	0.8767	0.9992	0.8309	0.8301	human	NA	NA	5	closed	FALSE	simple	0.1	0.9	1104.8514	00:18:24	10101	10253.09	10099	10099.29	2286.91	2227.16	0	0.763	26154	235385	261539	89731273	155877244
1	0.03	0.03	7704	42341700	20977300000	5953720	11372800	0.7883	0.9997	0.8767	0.9995	0.8767	0.9992	0.8309	0.8301	human	NA	NA	5	closed	FALSE	simple	0.1	0.9	1104.8514	00:18:24	10101	10253.09	10099	10099.29	2286.91	2227.16	0	0.763	26154	235385	261539	89731273	155877244
1	0.03	0.03	42238	42456600	33940100000	6052870	12834100	0.7679	0.9998	0.8752	0.9996	0.8752	0.9994	0.8195	0.818	human	NA	NA	6	open	FALSE	simple	0.1	0.9	1137.0559	00:18:57	10269.88	10420.22	10267.12	10267.4	2286.91	2295.5	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	42238	42456600	33940100000	6052870	12834100	0.7679	0.9998	0.8752	0.9996	0.8752	0.9994	0.8195	0.818	human	NA	NA	6	open	FALSE	simple	0.1	0.9	1137.0559	00:18:57	10269.88	10420.22	10267.12	10267.4	2286.91	2295.5	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	7690	42380000	20867000000	6042900	11329000	0.7891	0.9997	0.8752	0.9995	0.8752	0.9992	0.8306	0.8299	human	NA	NA	6	closed	FALSE	simple	0.1	0.9	1195.2123	00:19:55	10111.36	10261.72	10109.37	10109.67	2286.91	2226.89	0	0.761	26154	235385	261539	89731273	155877244
1	0.03	0.03	7690	42380000	20867000000	6042900	11329000	0.7891	0.9997	0.8752	0.9995	0.8752	0.9992	0.8306	0.8299	human	NA	NA	6	closed	FALSE	simple	0.1	0.9	1195.2123	00:19:55	10111.36	10261.72	10109.37	10109.67	2286.91	2226.89	0	0.761	26154	235385	261539	89731273	155877244
1	0.03	0.03	42251	42453500	33940100000	6045980	12837100	0.7678	0.9998	0.8753	0.9996	0.8753	0.9994	0.8195	0.8181	human	NA	NA	7	open	FALSE	simple	0.1	0.9	1104.6657	00:18:24	10269.74	10420.09	10265.57	10266.4	2286.91	2295.41	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	42251	42453500	33940100000	6045980	12837100	0.7678	0.9998	0.8753	0.9996	0.8753	0.9994	0.8195	0.8181	human	NA	NA	7	open	FALSE	simple	0.1	0.9	1104.6657	00:18:24	10269.74	10420.09	10265.57	10266.4	2286.91	2295.41	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	7737	42379800	20957400000	6036480	11332800	0.789	0.9997	0.8753	0.9995	0.8753	0.9992	0.8306	0.8299	human	NA	NA	7	closed	FALSE	simple	0.1	0.9	1177.0249	00:19:37	10100.85	10252.95	10096.45	10097.13	2286.91	2226.98	0	0.763	26154	235385	261539	89731273	155877244
1	0.03	0.03	7737	42379800	20957400000	6036480	11332800	0.789	0.9997	0.8753	0.9995	0.8753	0.9992	0.8306	0.8299	human	NA	NA	7	closed	FALSE	simple	0.1	0.9	1177.0249	00:19:37	10100.85	10252.95	10096.45	10097.13	2286.91	2226.98	0	0.763	26154	235385	261539	89731273	155877244
1	0.03	0.03	42356	42009400	33941100000	5811700	13281200	0.7598	0.9998	0.8785	0.9996	0.8785	0.9994	0.8167	0.8148	human	NA	NA	8	open	FALSE	simple	0.1	0.9	1158.8375	00:19:18	10281.38	10431.63	10279.32	10279.46	0.35	2295.51	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	42356	42009400	33941100000	5811700	13281200	0.7598	0.9998	0.8785	0.9996	0.8785	0.9994	0.8167	0.8148	human	NA	NA	8	open	FALSE	simple	0.1	0.9	1158.8375	00:19:18	10281.38	10431.63	10279.32	10279.46	0.35	2295.51	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	7833	41935200	20976100000	5801780	11780000	0.7807	0.9997	0.8785	0.9994	0.8785	0.9992	0.8277	0.8267	human	NA	NA	8	closed	FALSE	simple	0.1	0.9	1111.9075	00:18:31	10110.54	10262.63	10108.47	10108.61	2287.22	2227.21	0	0.763	26154	235385	261539	89731273	155877244
1	0.03	0.03	7833	41935200	20976100000	5801780	11780000	0.7807	0.9997	0.8785	0.9994	0.8785	0.9992	0.8277	0.8267	human	NA	NA	8	closed	FALSE	simple	0.1	0.9	1111.9075	00:18:31	10110.54	10262.63	10108.47	10108.61	2287.22	2227.21	0	0.763	26154	235385	261539	89731273	155877244
1	0.03	0.03	42285	42441000	33936500000	6004080	12849600	0.7676	0.9998	0.8761	0.9996	0.8761	0.9994	0.8198	0.8183	human	NA	NA	9	open	FALSE	simple	0.1	0.9	1655.053	00:27:35	10281.37	10431.62	10278.53	10278.66	2286.91	2295.55	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	42285	42441000	33936500000	6004080	12849600	0.7676	0.9998	0.8761	0.9996	0.8761	0.9994	0.8198	0.8183	human	NA	NA	9	open	FALSE	simple	0.1	0.9	1655.053	00:27:35	10281.37	10431.62	10278.53	10278.66	2286.91	2295.55	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	7684	42365600	20908200000	5994220	11364400	0.7885	0.9997	0.876	0.9995	0.876	0.9992	0.8307	0.83	human	NA	NA	9	closed	FALSE	simple	0.1	0.9	1137.6903	00:18:57	10111.71	10263.84	10107.66	10108.71	2286.91	2227.76	0	0.762	26154	235385	261539	89731273	155877244
1	0.03	0.03	7684	42365600	20908200000	5994220	11364400	0.7885	0.9997	0.876	0.9995	0.876	0.9992	0.8307	0.83	human	NA	NA	9	closed	FALSE	simple	0.1	0.9	1137.6903	00:18:57	10111.71	10263.84	10107.66	10108.71	2286.91	2227.76	0	0.762	26154	235385	261539	89731273	155877244
1	0.03	0.03	42242	42334600	33941400000	5986710	12956000	0.7657	0.9998	0.8761	0.9996	0.8761	0.9994	0.8188	0.8172	human	NA	NA	10	open	FALSE	simple	0.1	0.9	1155.5355	00:19:15	10281.36	10431.63	10277.05	10278.38	2286.91	2295.38	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	42242	42334600	33941400000	5986710	12956000	0.7657	0.9998	0.8761	0.9996	0.8761	0.9994	0.8188	0.8172	human	NA	NA	10	open	FALSE	simple	0.1	0.9	1155.5355	00:19:15	10281.36	10431.63	10277.05	10278.38	2286.91	2295.38	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	7695	42259400	20886800000	5976790	11449300	0.7868	0.9997	0.8761	0.9995	0.8761	0.9992	0.8299	0.8291	human	NA	NA	10	closed	FALSE	simple	0.1	0.9	1076.9263	00:17:56	10101.97	10252.24	10099.95	10100.25	2286.91	2226.94	0	0.762	26154	235385	261539	89731273	155877244
1	0.03	0.03	7695	42259400	20886800000	5976790	11449300	0.7868	0.9997	0.8761	0.9995	0.8761	0.9992	0.8299	0.8291	human	NA	NA	10	closed	FALSE	simple	0.1	0.9	1076.9263	00:17:56	10101.97	10252.24	10099.95	10100.25	2286.91	2226.94	0	0.762	26154	235385	261539	89731273	155877244
1	0.03	0.03	42412	41594300	33941900000	5295570	13696300	0.7523	0.9998	0.8871	0.9996	0.8871	0.9994	0.8166	0.8141	human	NA	NA	11	open	FALSE	simple	0.1	0.9	1166.7869	00:19:26	10281.38	10431.62	10277.2	10277.83	2286.91	2295.38	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	42412	41594300	33941900000	5295570	13696300	0.7523	0.9998	0.8871	0.9996	0.8871	0.9994	0.8166	0.8141	human	NA	NA	11	open	FALSE	simple	0.1	0.9	1166.7869	00:19:26	10281.38	10431.62	10277.2	10277.83	2286.91	2295.38	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	7748	41518000	20851100000	5285610	12164000	0.7734	0.9997	0.8871	0.9994	0.8871	0.9992	0.8279	0.8263	human	NA	NA	11	closed	FALSE	simple	0.1	0.9	1210.0818	00:20:10	10108.86	10259.1	10104.46	10105.23	2286.91	2225.69	0	0.761	26154	235385	261539	89731273	155877244
1	0.03	0.03	7748	41518000	20851100000	5285610	12164000	0.7734	0.9997	0.8871	0.9994	0.8871	0.9992	0.8279	0.8263	human	NA	NA	11	closed	FALSE	simple	0.1	0.9	1210.0818	00:20:10	10108.86	10259.1	10104.46	10105.23	2286.91	2225.69	0	0.761	26154	235385	261539	89731273	155877244
1	0.03	0.03	42526	41551900	33938600000	5212630	13738700	0.7515	0.9998	0.8885	0.9996	0.8885	0.9994	0.8169	0.8143	human	NA	NA	12	open	FALSE	simple	0.1	0.9	1121.978	00:18:41	10281.49	10431.87	10278.61	10279.08	2300.91	2295.48	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	42526	41551900	33938600000	5212630	13738700	0.7515	0.9998	0.8885	0.9996	0.8885	0.9994	0.8169	0.8143	human	NA	NA	12	open	FALSE	simple	0.1	0.9	1121.978	00:18:41	10281.49	10431.87	10278.61	10279.08	2300.91	2295.48	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	7756	41474100	20806800000	5202400	12241600	0.7721	0.9998	0.8885	0.9994	0.8885	0.9992	0.8279	0.8262	human	NA	NA	12	closed	FALSE	simple	0.1	0.9	1218.9141	00:20:18	10110.32	10262.43	10107.44	10107.6	2448.62	2227.18	0	0.76	26154	235385	261539	89731273	155877244
1	0.03	0.03	7756	41474100	20806800000	5202400	12241600	0.7721	0.9998	0.8885	0.9994	0.8885	0.9992	0.8279	0.8262	human	NA	NA	12	closed	FALSE	simple	0.1	0.9	1218.9141	00:20:18	10110.32	10262.43	10107.44	10107.6	2448.62	2227.18	0	0.76	26154	235385	261539	89731273	155877244
1	0.03	0.03	42259	42394600	33940900000	6002610	12896000	0.7668	0.9998	0.876	0.9996	0.876	0.9994	0.8193	0.8177	human	NA	NA	13	open	FALSE	simple	0.1	0.9	1301.7248	00:21:41	10281.37	10431.63	10277.04	10277.74	2454.42	2295.52	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	42259	42394600	33940900000	6002610	12896000	0.7668	0.9998	0.876	0.9996	0.876	0.9994	0.8193	0.8177	human	NA	NA	13	open	FALSE	simple	0.1	0.9	1301.7248	00:21:41	10281.37	10431.63	10277.04	10277.74	2454.42	2295.52	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	7687	42317100	20829400000	5992110	11455000	0.787	0.9997	0.876	0.9995	0.876	0.9992	0.8299	0.8291	human	NA	NA	13	closed	FALSE	simple	0.1	0.9	1086.2085	00:18:06	10117.08	10267.44	10112.68	10113.69	2286.91	2229.41	0	0.76	26154	235385	261539	89731273	155877244
1	0.03	0.03	7687	42317100	20829400000	5992110	11455000	0.787	0.9997	0.876	0.9995	0.876	0.9992	0.8299	0.8291	human	NA	NA	13	closed	FALSE	simple	0.1	0.9	1086.2085	00:18:06	10117.08	10267.44	10112.68	10113.69	2286.91	2229.41	0	0.76	26154	235385	261539	89731273	155877244
1	0.03	0.03	42398	42421500	33935100000	6060540	12869100	0.7672	0.9998	0.875	0.9996	0.875	0.9994	0.8191	0.8176	human	NA	NA	14	open	FALSE	simple	0.1	0.9	1140.9858	00:19:00	10269.84	10420.22	10265.41	10266.14	2284.83	2295.38	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	42398	42421500	33935100000	6060540	12869100	0.7672	0.9998	0.875	0.9996	0.875	0.9994	0.8191	0.8176	human	NA	NA	14	open	FALSE	simple	0.1	0.9	1140.9858	00:19:00	10269.84	10420.22	10265.41	10266.14	2284.83	2295.38	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	7736	42346700	20912300000	6050650	11382800	0.7881	0.9997	0.875	0.9995	0.875	0.9992	0.83	0.8293	human	NA	NA	14	closed	FALSE	simple	0.1	0.9	1141.7858	00:19:01	10103.9	10254.26	10099.47	10100.21	2.08	2227.67	0	0.762	26154	235385	261539	89731273	155877244
1	0.03	0.03	7736	42346700	20912300000	6050650	11382800	0.7881	0.9997	0.875	0.9995	0.875	0.9992	0.83	0.8293	human	NA	NA	14	closed	FALSE	simple	0.1	0.9	1141.7858	00:19:01	10103.9	10254.26	10099.47	10100.21	2.08	2227.67	0	0.762	26154	235385	261539	89731273	155877244
1	0.03	0.03	42335	42412100	33936500000	6009770	12878500	0.7671	0.9998	0.8759	0.9996	0.8759	0.9994	0.8194	0.8179	human	NA	NA	15	open	FALSE	simple	0.1	0.9	1235.7776	00:20:35	10281.38	10431.6	10276.94	10278.29	2286.91	2295.38	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	42335	42412100	33936500000	6009770	12878500	0.7671	0.9998	0.8759	0.9996	0.8759	0.9994	0.8194	0.8179	human	NA	NA	15	open	FALSE	simple	0.1	0.9	1235.7776	00:20:35	10281.38	10431.6	10276.94	10278.29	2286.91	2295.38	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	7817	42339800	21007900000	6000340	11380300	0.7882	0.9997	0.8759	0.9995	0.8759	0.9992	0.8304	0.8297	human	NA	NA	15	closed	FALSE	simple	0.1	0.9	1201.2813	00:20:01	10101.61	10253.69	10097.2	10098.14	2286.91	2227.33	0	0.764	26154	235385	261539	89731273	155877244
1	0.03	0.03	7817	42339800	21007900000	6000340	11380300	0.7882	0.9997	0.8759	0.9995	0.8759	0.9992	0.8304	0.8297	human	NA	NA	15	closed	FALSE	simple	0.1	0.9	1201.2813	00:20:01	10101.61	10253.69	10097.2	10098.14	2286.91	2227.33	0	0.764	26154	235385	261539	89731273	155877244
1	0.03	0.03	42312	42187300	33944600000	5981560	13103300	0.763	0.9998	0.8758	0.9996	0.8758	0.9994	0.8172	0.8155	human	NA	NA	16	open	FALSE	simple	0.1	0.9	1230.4971	00:20:30	10281.38	10431.65	10279.34	10279.48	2290.52	2295.52	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	42312	42187300	33944600000	5981560	13103300	0.763	0.9998	0.8758	0.9996	0.8758	0.9994	0.8172	0.8155	human	NA	NA	16	open	FALSE	simple	0.1	0.9	1230.4971	00:20:30	10281.38	10431.65	10279.34	10279.48	2290.52	2295.52	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	7689	42106100	20791100000	5970620	11578700	0.7843	0.9997	0.8758	0.9994	0.8758	0.9992	0.8284	0.8275	human	NA	NA	16	closed	FALSE	simple	0.1	0.9	1200.7522	00:20:00	10098.12	10250.24	10096.08	10096.33	2286.91	2225.92	0	0.76	26154	235385	261539	89731273	155877244
1	0.03	0.03	7689	42106100	20791100000	5970620	11578700	0.7843	0.9997	0.8758	0.9994	0.8758	0.9992	0.8284	0.8275	human	NA	NA	16	closed	FALSE	simple	0.1	0.9	1200.7522	00:20:00	10098.12	10250.24	10096.08	10096.33	2286.91	2225.92	0	0.76	26154	235385	261539	89731273	155877244
1	0.03	0.03	42268	40952500	33937000000	5245680	14338100	0.7407	0.9998	0.8865	0.9996	0.8865	0.9994	0.81	0.807	human	NA	NA	17	open	FALSE	simple	0.1	0.9	1128.3415	00:18:48	10281.33	10431.7	10276.95	10277.67	2286.91	2295.37	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	42268	40952500	33937000000	5245680	14338100	0.7407	0.9998	0.8865	0.9996	0.8865	0.9994	0.81	0.807	human	NA	NA	17	open	FALSE	simple	0.1	0.9	1128.3415	00:18:48	10281.33	10431.7	10276.95	10277.67	2286.91	2295.37	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	7698	40871800	20737600000	5234810	12796200	0.7616	0.9997	0.8865	0.9994	0.8865	0.9991	0.8212	0.8193	human	NA	NA	17	closed	FALSE	simple	0.1	0.9	1301.2315	00:21:41	10098.09	10248.37	10095.21	10095.54	2286.91	2225.2	0	0.759	26154	235385	261539	89731273	155877244
1	0.03	0.03	7698	40871800	20737600000	5234810	12796200	0.7616	0.9997	0.8865	0.9994	0.8865	0.9991	0.8212	0.8193	human	NA	NA	17	closed	FALSE	simple	0.1	0.9	1301.2315	00:21:41	10098.09	10248.37	10095.21	10095.54	2286.91	2225.2	0	0.759	26154	235385	261539	89731273	155877244
1	0.03	0.03	42244	42306100	33928400000	5992340	12984500	0.7652	0.9998	0.8759	0.9996	0.8759	0.9994	0.8184	0.8168	human	NA	NA	18	open	FALSE	simple	0.1	0.9	1150.9753	00:19:10	10281.36	10431.61	10276.93	10277.88	2286.91	2295.39	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	42244	42306100	33928400000	5992340	12984500	0.7652	0.9998	0.8759	0.9996	0.8759	0.9994	0.8184	0.8168	human	NA	NA	18	open	FALSE	simple	0.1	0.9	1150.9753	00:19:10	10281.36	10431.61	10276.93	10277.88	2286.91	2295.39	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	7657	42229000	20822100000	5981830	11464900	0.7865	0.9997	0.8759	0.9994	0.8759	0.9992	0.8296	0.8288	human	NA	NA	18	closed	FALSE	simple	0.1	0.9	1078.7024	00:17:58	10100.54	10250.83	10098.5	10098.55	2286.91	2226.2	0	0.76	26154	235385	261539	89731273	155877244
1	0.03	0.03	7657	42229000	20822100000	5981830	11464900	0.7865	0.9997	0.8759	0.9994	0.8759	0.9992	0.8296	0.8288	human	NA	NA	18	closed	FALSE	simple	0.1	0.9	1078.7024	00:17:58	10100.54	10250.83	10098.5	10098.55	2286.91	2226.2	0	0.76	26154	235385	261539	89731273	155877244
1	0.03	0.03	42328	42491200	33932800000	6064630	12799400	0.7685	0.9998	0.8751	0.9996	0.8751	0.9994	0.8198	0.8183	human	NA	NA	19	open	FALSE	simple	0.1	0.9	1162.303	00:19:22	10281.36	10431.64	10276.93	10278.35	15.78	2295.5	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	42328	42491200	33932800000	6064630	12799400	0.7685	0.9998	0.8751	0.9996	0.8751	0.9994	0.8198	0.8183	human	NA	NA	19	open	FALSE	simple	0.1	0.9	1162.303	00:19:22	10281.36	10431.64	10276.93	10278.35	15.78	2295.5	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	7707	42415200	20873000000	6055000	11300200	0.7896	0.9997	0.8751	0.9995	0.8751	0.9992	0.8308	0.8302	human	NA	NA	19	closed	FALSE	simple	0.1	0.9	1143.5465	00:19:03	10102.58	10252.87	10098.16	10099.58	2271.13	2227.21	0	0.761	26154	235385	261539	89731273	155877244
1	0.03	0.03	7707	42415200	20873000000	6055000	11300200	0.7896	0.9997	0.8751	0.9995	0.8751	0.9992	0.8308	0.8302	human	NA	NA	19	closed	FALSE	simple	0.1	0.9	1143.5465	00:19:03	10102.58	10252.87	10098.16	10099.58	2271.13	2227.21	0	0.761	26154	235385	261539	89731273	155877244
1	0.03	0.03	42193	40842200	33939100000	5221620	14448400	0.7387	0.9998	0.8866	0.9996	0.8866	0.9994	0.809	0.8059	human	NA	NA	20	open	FALSE	simple	0.1	0.9	1305.6268	00:21:45	10281.36	10431.64	10278.68	10279.03	2286.91	2295.5	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	42193	40842200	33939100000	5221620	14448400	0.7387	0.9998	0.8866	0.9996	0.8866	0.9994	0.809	0.8059	human	NA	NA	20	open	FALSE	simple	0.1	0.9	1305.6268	00:21:45	10281.36	10431.64	10278.68	10279.03	2286.91	2295.5	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	7681	40765900	20787600000	5211630	12910100	0.7595	0.9997	0.8866	0.9994	0.8866	0.9991	0.8202	0.8182	human	NA	NA	20	closed	FALSE	simple	0.1	0.9	1244.44	00:20:44	10108.14	10258.43	10106.06	10106.11	2286.91	2225.56	0	0.76	26154	235385	261539	89731273	155877244
1	0.03	0.03	7681	40765900	20787600000	5211630	12910100	0.7595	0.9997	0.8866	0.9994	0.8866	0.9991	0.8202	0.8182	human	NA	NA	20	closed	FALSE	simple	0.1	0.9	1244.44	00:20:44	10108.14	10258.43	10106.06	10106.11	2286.91	2225.56	0	0.76	26154	235385	261539	89731273	155877244
1	0.03	0.03	41605	42547000	33927000000	6343540	12743600	0.7695	0.9998	0.8703	0.9996	0.8703	0.9994	0.8181	0.8168	human	NA	NA	1	open	FALSE	abundance	0.1	0.9	1160.6338	00:19:20	10281.03	10431.37	10276.6	10277.4	2286.9	2295.36	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	41605	42547000	33927000000	6343540	12743600	0.7695	0.9998	0.8703	0.9996	0.8703	0.9994	0.8181	0.8168	human	NA	NA	1	open	FALSE	abundance	0.1	0.9	1160.6338	00:19:20	10281.03	10431.37	10276.6	10277.4	2286.9	2295.36	0	NA	26154	235385	261539	89731273	155877244
1	0.03	0.03	6302	42456500	19999100000	6330740	10617000	0.8	0.9997	0.8702	0.9995	0.8702	0.9992	0.8339	0.8336	human	NA	NA	1	closed	FALSE	abundance	0.1	0.9	1247.7777	00:20:47	10051.5	10201.86	10047.29	10047.96	2292.46	2200.38	0	0.742	26154	235385	261539	89731273	155877244
1	0.03	0.03	6302	42456500	19999100000	6330740	10617000	0.8	0.9997	0.8702	0.9995	0.8702	0.9992	0.8339	0.8336	human	NA	NA	1	closed	FALSE	abundance	0.1	0.9	1247.7777	00:20:47	10051.5	10201.86	10047.29	10047.96	2292.46	2200.38	0	0.742	26154	235385	261539	89731273	155877244
