seq	abundance	similarity
ERR1039463.79917	1	7
ERR1039474.49197	1	0
ERR1039473.44068	2	39
ERR1039461.36387	25	26
ERR1039471.14135	1	90
ERR1039461.28855	1	2
ERR1039471.27348	1	26
ERR1039477.49286	1	7
ERR1039471.20279	1	196
ERR1039477.49422	1	10
ERR1039469.87125	1	41
ERR1039468.51797	1	36
ERR1039474.46879	1	1001
ERR1039475.10048	3	41
ERR1039473.36937	1	1
ERR1039473.6908	1	0
ERR1039468.21149	1	18
ERR1039467.60265	1	178
ERR1039472.34538	1	1
ERR1039477.13180	6	59
ERR1039462.6536	1	7
ERR1039477.70530	1	16
ERR1039467.55394	1	224
ERR1039466.19332	1	29
ERR1039466.71327	1	3
ERR1039463.90669	1	12
ERR1039473.63324	1	3
ERR1039477.30217	36	77
ERR1039476.25702	4	140
ERR1039472.16034	1	87
ERR1039469.28118	1	2
ERR1039469.36307	1	0
ERR1039476.48826	4	0
ERR1039476.53984	1	4
ERR1039469.31302	1	12
ERR1039460.17251	1	517
ERR1039467.14274	1	8
ERR1039466.41412	6	18
ERR1039460.20501	1	130
ERR1039461.73227	1	223
ERR1039468.72720	1	50
ERR1039476.55560	1	30
ERR1039463.23226	2	235
ERR1039473.787	1	203
ERR1039477.62529	1	9
ERR1039462.8480	1	2
ERR1039469.28642	1	0
ERR1039475.64795	1	9
ERR1039474.27709	1	7
ERR1039465.30587	1	46
ERR1039466.39528	11	112
ERR1039473.52825	1	6
ERR1039476.17633	1	4
ERR1039466.24206	1	5
ERR1039472.59266	4	9
ERR1039475.45876	1	0
ERR1039473.65243	2	13
ERR1039472.31906	1	38
ERR1039459.49233	1	2
ERR1039477.2908	1	61
ERR1039469.87559	1	711
ERR1039477.61620	1	21
ERR1039477.60774	1	3
ERR1039460.76870	1	28
ERR1039472.69500	1	3
ERR1039466.67124	1	175
ERR1039464.62323	1	9
ERR1039475.5378	1	2
ERR1039465.71245	1	321
ERR1039476.67172	1	0
ERR1039475.864	1	133
ERR1039476.82665	1	6
ERR1039477.52457	1	3
ERR1039460.11361	1	190
ERR1039459.11	14251	971
ERR1039477.53394	1	0
ERR1039465.73839	1	42
ERR1039459.59782	1	10
ERR1039472.43646	1	2
ERR1039465.6142	1	172
ERR1039475.29960	1	12
ERR1039473.40627	1	0
ERR1039473.37920	1	0
ERR1039467.76125	1	14
ERR1039476.46139	1	0
ERR1039471.87341	1	58
ERR1039468.68187	1	792
ERR1039459.25666	1	12
ERR1039474.37746	1	8
ERR1039469.37893	1	21
ERR1039471.32802	1	0
ERR1039463.89757	1	249
ERR1039476.52094	1	125
ERR1039473.3204	1	13
ERR1039473.15869	1	0
ERR1039475.36745	1	4
ERR1039468.79690	1	434
ERR1039468.39634	1	921
ERR1039465.14308	1	68
ERR1039476.45508	1	249
ERR1039473.8856	1	0
ERR1039473.79091	1	23
ERR1039472.59316	4	12
ERR1039473.49316	1	536
ERR1039471.35295	1	4
ERR1039464.63772	1	125
ERR1039471.34609	1	2
ERR1039474.25484	2	6
ERR1039464.27744	1	497
ERR1039472.38609	1	1
ERR1039476.87849	1	58
ERR1039466.72390	1	48
ERR1039476.20136	1	6
ERR1039471.26851	1	1
ERR1039460.51268	2	87
ERR1039472.44551	1	0
ERR1039477.56473	9	11
ERR1039469.20029	2	626
ERR1039477.60901	1	100
ERR1039473.56206	1	2
ERR1039473.82570	1	33
ERR1039476.85925	1	12
ERR1039472.18956	5	62
ERR1039461.17947	1	11
ERR1039460.25347	1	135
ERR1039462.84228	1	35
ERR1039473.70968	1	5
ERR1039471.70294	1	18
ERR1039476.51247	1	15
ERR1039471.4010	1	38
ERR1039473.48905	3	819
ERR1039471.92479	1	4
ERR1039466.5490	1	1422
ERR1039467.47322	1	8
ERR1039472.16576	1	8
ERR1039475.40587	3	37
ERR1039473.15048	1	166
ERR1039463.83241	1	1495
ERR1039476.85692	1	14
ERR1039473.2893	1	0
ERR1039462.21038	1	97
ERR1039476.71232	1	0
ERR1039475.28433	1	2
ERR1039474.51507	1	10
ERR1039475.66118	1	2
ERR1039472.50861	1	60
ERR1039462.71637	1	164
ERR1039461.77674	1	1859
ERR1039477.54289	4	10
ERR1039467.80471	1	51
ERR1039467.18474	1	62
ERR1039476.31169	1	10
ERR1039477.47781	1	51
ERR1039477.13396	2	23
ERR1039477.11145	42	16
ERR1039471.88339	1	5
ERR1039473.23991	1	2
ERR1039464.38944	1	573
ERR1039477.31792	1	30
ERR1039465.89816	1	18
ERR1039471.49741	1	0
ERR1039474.20180	1	15
ERR1039466.59207	1	350
ERR1039476.80365	1	91
ERR1039475.54516	1	1
ERR1039475.55008	1	61
ERR1039473.38556	1	24
ERR1039464.65071	1	370
ERR1039477.1817	1	5
ERR1039467.80180	1	143
ERR1039466.63944	1	0
ERR1039477.22049	1	37
ERR1039467.28806	1	482
ERR1039475.51306	1	0
ERR1039463.87911	1	23
ERR1039468.63307	1	10
ERR1039459.76748	1	0
ERR1039469.92734	1	371
ERR1039476.43801	1	0
ERR1039463.63190	2	96
ERR1039476.11388	1	32
ERR1039459.13	4052	1119
ERR1039461.60281	1	496
ERR1039473.49631	7	7
ERR1039476.39587	1	39
ERR1039463.67532	1	305
ERR1039475.17838	1	21
ERR1039472.15515	1	17
ERR1039471.29322	1	4
ERR1039459.72106	1	197
ERR1039477.72578	1	77
ERR1039477.43579	1	46
ERR1039462.62174	12	759
ERR1039477.33766	1	36
ERR1039469.49421	1	105
ERR1039464.28569	1	1393
ERR1039473.41703	164	260
ERR1039469.89182	1	1187
ERR1039467.54725	1	17
ERR1039469.34149	1	209
ERR1039462.84777	1	191
ERR1039464.20330	1	1590
ERR1039477.22162	1	0
ERR1039463.10878	1	625
ERR1039462.41598	2	2648
ERR1039472.28685	1	2
ERR1039463.84227	1	1915
ERR1039467.24341	2	48
ERR1039459.74487	1	18
ERR1039477.67396	1	12
ERR1039475.53995	1	6
ERR1039466.68822	1	0
ERR1039472.65780	1	142
ERR1039475.8276	1	4
ERR1039465.58698	1	15
ERR1039464.78296	1	72
ERR1039474.35643	75	239
ERR1039462.44314	1	47
ERR1039468.76243	1	138
ERR1039473.24682	1	14
ERR1039462.61227	2	54
ERR1039474.1839	1	44
ERR1039459.1815	1	64
ERR1039473.14576	1	1104
ERR1039473.70909	1	4
ERR1039475.20422	1	21
ERR1039463.5336	1	16
ERR1039474.53622	1	6
ERR1039464.51199	1	450
ERR1039476.87308	1	0
ERR1039476.70538	1	372
ERR1039475.20613	2	0
ERR1039461.71777	1	11
ERR1039473.80013	1	55
ERR1039467.36242	2	128
ERR1039461.24789	1	71
ERR1039476.75814	1	4
ERR1039459.82641	1	169
ERR1039468.72271	1	633
ERR1039461.33467	1	44
ERR1039473.70724	2	11
ERR1039459.68197	1	175
ERR1039461.58150	1	1089
ERR1039476.86913	1	0
ERR1039462.42752	1	106
ERR1039471.91000	1	6
ERR1039464.74033	1	41
ERR1039475.47820	124	36
ERR1039466.18100	1	8
ERR1039465.10652	1	10
ERR1039472.59586	1	29
ERR1039473.55281	1	488
ERR1039476.47552	1	18
ERR1039477.39214	1	35
ERR1039468.39743	1	59
ERR1039476.5322	1	0
ERR1039476.74086	1	81
ERR1039473.22421	2	3
ERR1039476.10897	1	67
ERR1039473.47426	1	108
ERR1039471.47018	1	49
ERR1039466.361	1	175
ERR1039475.14440	1	0
ERR1039468.67541	1	482
ERR1039461.12537	1	63
ERR1039473.52932	1	133
ERR1039474.15095	1	14
ERR1039459.37279	14	5
ERR1039472.73427	1	25
ERR1039468.67337	1	561
ERR1039477.69111	1	1
ERR1039476.55717	1	129
ERR1039466.71208	1	15
ERR1039471.58332	3	1
ERR1039473.30699	1	192
ERR1039460.68806	1	12
ERR1039473.15830	1	40
ERR1039473.29950	1	1
ERR1039473.14244	1	0
ERR1039477.52929	19	32
ERR1039475.55429	1	55
ERR1039471.77155	1	2
ERR1039464.40620	3	32
ERR1039472.51366	1	7
ERR1039473.51083	1	44
ERR1039474.16043	1	72
ERR1039475.71062	1	7
ERR1039465.92113	1	69
ERR1039474.5996	1	0
ERR1039472.45760	1	0
ERR1039473.74916	1	1
ERR1039476.32965	1	24
ERR1039467.34257	1	22
ERR1039471.64564	1	41
ERR1039461.24673	1	16
ERR1039460.45201	1	315
ERR1039476.47004	1	56
ERR1039462.91123	1	1113
ERR1039462.22711	1	111
ERR1039469.26487	1	357
ERR1039460.47939	1	123
ERR1039462.35730	1	451
ERR1039471.36680	1	101
ERR1039475.72369	1	1
ERR1039475.14891	15	7
ERR1039476.67427	1	480
ERR1039465.50076	1	220
ERR1039473.45701	1	26
ERR1039476.3819	1	0
ERR1039476.17602	1	14
ERR1039461.75555	1	69
ERR1039471.5638	7	2
ERR1039465.50861	1	56
ERR1039464.51286	1	5
ERR1039460.58302	1	447
ERR1039477.65965	1	38
ERR1039473.5922	1	28
ERR1039477.43692	1	398
ERR1039474.53891	1	17
ERR1039464.18304	1	509
ERR1039460.5057	1	250
ERR1039476.82053	1	45
ERR1039459.80961	1	151
ERR1039466.32408	1	30
ERR1039472.61391	1	82
ERR1039466.5351	1	2
ERR1039465.65202	2	145
ERR1039467.74060	1	93
ERR1039471.48139	1	7
ERR1039462.26563	1	9
ERR1039476.56813	1	21
ERR1039475.13543	1	0
ERR1039475.24045	1	17
ERR1039473.20821	1	14
ERR1039472.60134	2	3
ERR1039462.21786	1	0
ERR1039474.41167	1	605
ERR1039475.49796	1	0
ERR1039473.75098	1	47
ERR1039477.10526	41	33
ERR1039475.47101	1	8
ERR1039474.58883	1	39
ERR1039473.16190	1	15
ERR1039465.81730	1	95
ERR1039473.30062	1	4
ERR1039471.87004	1	7
ERR1039466.8225	1	109
ERR1039465.88366	1	3
ERR1039475.1668	1	18
ERR1039472.65975	1	2
ERR1039473.36068	1	30
ERR1039463.77137	1	42
ERR1039476.69708	1	36
ERR1039461.7380	1	5
ERR1039474.20979	1	1
ERR1039468.79071	1	18
ERR1039462.21104	1	45
ERR1039465.14129	1	7
ERR1039471.22545	1	51
ERR1039465.56382	1	718
ERR1039461.38501	2	19
ERR1039459.76937	1	612
ERR1039471.44077	11	2
ERR1039461.77070	1	0
ERR1039471.30298	1	132
ERR1039465.90157	1	278
ERR1039476.4584	1	1
ERR1039473.76867	1	154
ERR1039469.24070	1	27
ERR1039460.3743	1	249
ERR1039466.62078	1	5
ERR1039476.73114	1	16
ERR1039467.83676	1	1
ERR1039471.2824	1	8
ERR1039463.75413	1	65
ERR1039467.64466	1	52
ERR1039472.44182	1	0
ERR1039475.22069	1	28
ERR1039473.65980	1	1
ERR1039469.92553	1	0
ERR1039476.14029	5	6
ERR1039459.31547	1	0
ERR1039471.48991	1	74
ERR1039474.25160	1	16
ERR1039462.22394	1	0
ERR1039473.74543	1	16
ERR1039462.84890	1	683
ERR1039466.62426	2	13
ERR1039460.32916	1	93
ERR1039474.47243	1	0
ERR1039473.51395	1	17
ERR1039460.63581	3	57
ERR1039465.62327	1	417
ERR1039471.66318	1	173
ERR1039477.68723	1	0
ERR1039477.54243	11	78
ERR1039471.84913	1	8
ERR1039460.14047	1	60
ERR1039465.933	1	92
ERR1039463.90046	1	106
ERR1039466.8862	1	0
ERR1039461.74441	1	11
ERR1039462.52889	1	0
ERR1039476.59124	1	66
ERR1039469.86986	1	30
ERR1039476.29161	1	18
ERR1039471.82080	1	876
ERR1039471.35857	1	233
ERR1039462.90206	1	0
ERR1039475.74235	1	143
ERR1039477.55512	3	3
ERR1039472.58075	1	5
ERR1039467.36966	1	15
ERR1039475.33676	2	0
ERR1039475.41056	1	255
ERR1039466.39263	73	33
ERR1039475.47263	1	1
ERR1039460.9855	1	0
ERR1039476.83264	1	34
ERR1039463.14041	1	232
ERR1039473.54629	1	72
ERR1039464.13975	2	36
ERR1039464.47307	1	75
ERR1039472.74605	1	47
ERR1039477.9071	1	6
ERR1039474.36890	1	5
ERR1039469.82948	1	87
ERR1039464.74481	1	3
ERR1039463.80415	1	0
ERR1039475.70281	2	4
ERR1039464.65314	1	5
ERR1039465.78945	1	0
ERR1039464.52625	6	797
ERR1039463.69175	1	20
ERR1039464.62207	1	0
ERR1039477.23348	1	162
ERR1039477.74617	1	5
ERR1039476.87815	2	1
ERR1039476.78627	1	1
ERR1039472.39232	1	26
ERR1039462.16359	1	2
ERR1039467.73090	1	13
ERR1039462.30961	14	34
ERR1039473.29783	1	0
ERR1039475.69426	14	5
ERR1039466.78635	1	7
ERR1039465.53306	1	166
ERR1039475.75855	1	2
ERR1039476.60624	1	79
ERR1039475.53441	1	21
ERR1039461.71026	1	182
ERR1039477.71408	1	15
ERR1039465.75234	1	84
ERR1039477.58560	5	25
ERR1039463.87742	1	2
ERR1039469.72573	1	435
ERR1039471.85971	1	113
ERR1039471.34723	1	44
ERR1039464.35303	1	147
ERR1039467.48986	2	5
ERR1039465.48962	1	11
ERR1039463.11672	1	15
ERR1039467.81011	1	40
ERR1039466.23561	1	0
ERR1039460.63064	1	66
ERR1039475.41780	1	3
ERR1039477.55661	1	23
ERR1039475.57976	1	86
ERR1039460.66706	1	7
ERR1039460.71762	9	86
ERR1039475.61056	1	2
ERR1039469.86548	1	1241
ERR1039476.19385	1	1
ERR1039464.27124	1	552
ERR1039469.4972	1	0
ERR1039471.79620	1	39
ERR1039473.76692	1	17
ERR1039465.6944	1	12
ERR1039476.18137	1	0
ERR1039460.80543	1	21
ERR1039459.82056	1	182
ERR1039461.54998	1	544
ERR1039467.12530	25	58
ERR1039473.41364	43	103
ERR1039462.38339	1	32
ERR1039461.54620	1	62
ERR1039461.17291	1	759
ERR1039476.26754	1	0
ERR1039461.69250	1	51
ERR1039477.10587	261	29
ERR1039471.57341	1	389
ERR1039467.36642	1	45
ERR1039476.13896	1	0
ERR1039476.18854	1	8
ERR1039464.50505	1	19
ERR1039473.48384	1	5
ERR1039462.85654	1	103
ERR1039460.58128	1	461
ERR1039465.33131	1	20
ERR1039472.17014	4	27
ERR1039475.50064	1	211
ERR1039466.77688	1	164
ERR1039472.17269	1	0
ERR1039467.75746	1	30
ERR1039477.29536	1	19
ERR1039476.16901	1	13
ERR1039477.40708	3	11
ERR1039476.32467	1	16
ERR1039466.64562	1	0
ERR1039477.54113	5	19
ERR1039475.57556	1	13
ERR1039475.11888	1	0
ERR1039473.56675	1	11
ERR1039472.2682	1	3
ERR1039476.69340	1	0
ERR1039462.57185	1	587
ERR1039467.15753	1	174
ERR1039473.64839	1	1
ERR1039473.17570	1	123
ERR1039474.13955	1	23
ERR1039467.73971	1	0
ERR1039477.65581	1	29
ERR1039473.51688	1	0
ERR1039475.72636	2	30
ERR1039474.4124	1	1
ERR1039475.23590	1	1
ERR1039472.62874	1	380
ERR1039473.67444	1	21
ERR1039462.7270	1	84
ERR1039461.12097	1	7
ERR1039476.59978	1	56
ERR1039475.76329	1	12
ERR1039476.6395	1	0
ERR1039460.11990	1	0
ERR1039475.9590	1	15
ERR1039477.12832	3	0
ERR1039465.30857	1	361
ERR1039466.72616	1	122
ERR1039472.55188	1	1
ERR1039476.54830	1	3
ERR1039472.14187	1	15
ERR1039477.8838	1	2
ERR1039473.43247	1	20
ERR1039477.70079	1	66
ERR1039477.54509	1	0
ERR1039460.36161	1	1214
ERR1039461.59419	168	1259
ERR1039463.63713	1	1
ERR1039462.66051	1	358
ERR1039476.13513	10	105
ERR1039472.20326	1	40
ERR1039474.29505	1	70
ERR1039469.77087	1	0
ERR1039475.2498	1	10
ERR1039473.18242	1	7
ERR1039472.71666	1	6
ERR1039473.73956	1	9
ERR1039462.62618	8	835
ERR1039466.59094	1	56
ERR1039471.45338	7	6
ERR1039477.44046	1	28
ERR1039476.36582	1	1
ERR1039461.74792	1	611
ERR1039459.37188	1	0
ERR1039476.17695	1	121
ERR1039475.17904	1	0
ERR1039460.79194	1	184
ERR1039471.54373	4	30
ERR1039474.5856	1	17
ERR1039474.50183	1	2
ERR1039476.77872	1	84
ERR1039475.25960	1	19
ERR1039473.38502	1	630
ERR1039462.88918	1	840
ERR1039477.2120	6	1
ERR1039466.29492	1	0
ERR1039462.91554	1	9
ERR1039473.80795	1	98
ERR1039459.14371	1	914
ERR1039467.39472	1	120
ERR1039462.79263	1	1
ERR1039466.71564	1	29
ERR1039467.6230	1	178
ERR1039474.16497	2	0
ERR1039466.76703	1	21
ERR1039465.83914	1	4
ERR1039476.66189	1	0
ERR1039476.48458	21	28
ERR1039463.22374	2	56
ERR1039475.10015	1	10
ERR1039472.69850	1	41
ERR1039467.83400	3	92
ERR1039463.50435	1	65
ERR1039476.13441	1	2
ERR1039462.77647	1	20
ERR1039474.67267	1	0
ERR1039471.46743	5	15
ERR1039473.21168	1	9
ERR1039476.44678	1	71
ERR1039473.80014	1	0
ERR1039473.36237	1	0
ERR1039459.1204	1	690
ERR1039475.35585	1	1
ERR1039472.51961	1	53
ERR1039464.55941	1	348
ERR1039472.41209	1	133
ERR1039464.26444	1	15
ERR1039462.19914	1	246
ERR1039465.30613	1	0
ERR1039476.61986	1	25
ERR1039468.26985	1	2623
ERR1039476.66943	1	3
ERR1039476.49090	1	0
ERR1039473.23565	1	5
ERR1039466.3988	10	11
ERR1039469.59780	1	1
ERR1039463.5902	1	304
ERR1039476.30493	1	21
ERR1039465.11131	1	1134
ERR1039459.61411	1	37
ERR1039465.75113	1	16
ERR1039473.516	1	233
ERR1039464.19535	1	0
ERR1039471.4986	98	167
ERR1039473.22177	72	119
ERR1039474.49053	1	22
ERR1039473.50349	1	0
ERR1039477.10772	12	22
ERR1039472.73683	1	29
ERR1039473.81761	1	7
ERR1039469.50147	1	8
ERR1039466.46163	1	2
ERR1039471.55441	1	11
ERR1039464.79032	1	7
ERR1039475.52407	6	11
ERR1039475.53747	1	160
ERR1039473.30377	1	19
ERR1039461.71321	1	104
ERR1039465.46691	1	101
ERR1039477.66378	1	8
ERR1039471.30143	1	6
ERR1039475.75078	1	10
ERR1039476.84366	1	167
ERR1039476.80544	1	2
ERR1039467.54328	1	778
ERR1039473.53267	1	63
ERR1039469.33950	1	218
ERR1039476.84255	22	28
ERR1039467.38718	1	19
ERR1039467.67738	1	1235
ERR1039468.31695	1	4
ERR1039475.68839	7	149
ERR1039475.30727	1	2
ERR1039477.72942	1	6
ERR1039476.63135	1	19
ERR1039472.24525	22	26
ERR1039469.48165	1	390
ERR1039471.36324	1	10
ERR1039462.88119	1	324
ERR1039473.39723	1	29
ERR1039476.10635	1	26
ERR1039473.42707	1	0
ERR1039460.10082	1	171
ERR1039475.2540	3	8
ERR1039473.1833	1	14
ERR1039468.78586	1	1204
ERR1039474.15935	1	64
ERR1039472.37845	1	911
ERR1039475.4346	1	5
ERR1039461.31076	1	865
ERR1039462.36012	1	0
ERR1039475.4404	1	63
ERR1039474.19771	1	32
ERR1039468.76680	1	1245
ERR1039477.46542	1	73
ERR1039476.50949	1	2
ERR1039469.41455	11	247
ERR1039476.30836	1	0
ERR1039468.40920	1	25
ERR1039476.86897	1	118
ERR1039477.41979	1	0
ERR1039465.32684	1	63
ERR1039473.76834	1	345
ERR1039474.62904	1	0
ERR1039474.54439	1	0
ERR1039475.2124	1	1
ERR1039475.65034	1	4
ERR1039475.68034	1	71
ERR1039460.46501	1	143
ERR1039477.12914	28	14
ERR1039471.77456	1	0
ERR1039459.79299	1	536
ERR1039459.73892	1	33
ERR1039465.82037	1	9
ERR1039474.55670	1	7
ERR1039472.31184	3	3
ERR1039467.62346	1	71
ERR1039473.4137	1	5
ERR1039471.39478	1	16
ERR1039459.4620	1	357
ERR1039465.17961	1	0
ERR1039471.87839	1	0
ERR1039474.66185	1	404
ERR1039471.84726	1	15
ERR1039462.35719	1	243
ERR1039460.24067	1	1181
ERR1039474.50610	1	2
ERR1039464.51512	1	0
ERR1039474.48611	1	11
ERR1039472.11192	1	11
ERR1039459.76888	1	20
ERR1039475.43211	1	15
ERR1039477.18424	1	17
ERR1039464.56115	1	18
ERR1039461.47913	1	67
ERR1039476.39196	1	190
ERR1039469.55764	1	12
ERR1039476.72587	2	26
ERR1039472.41816	1	69
ERR1039476.36433	1	64
ERR1039467.76862	1	3
ERR1039464.85102	1	201
ERR1039473.36855	1	7
ERR1039467.65248	1	53
ERR1039476.62221	1	15
ERR1039466.75784	1	492
ERR1039474.49751	1	0
ERR1039477.57885	1	0
ERR1039477.56847	1	89
ERR1039469.81401	1	85
ERR1039477.30445	1	23
ERR1039474.18078	1	2
ERR1039467.12127	1	0
ERR1039472.35421	109	55
ERR1039476.28904	2	13
ERR1039463.42973	1	469
ERR1039468.25077	1	85
ERR1039473.79187	1	5
ERR1039468.16447	2	778
ERR1039471.4606	1	4
ERR1039472.69091	1	11
ERR1039459.44437	1	27
ERR1039460.3481	1	0
ERR1039471.28622	1	0
ERR1039474.5492	1	1
