iter	label	cutoff	numotus	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	fdr	accuracy	mcc	f1score	dataset	ref	region	seed	method	printref	ref_weight	ref_frac	sample_frac
1	0.03	0.03	41543	42595000	33925900000	6353970	12695600	0.7704	0.9998	0.8702	0.9996	0.8702	0.9994	0.8185	0.8173	human	NA	NA	9	open	FALSE	abundance	0.1	0.9
1	0.03	0.03	6335	42504800	20005100000	6340850	10609800	0.8002	0.9997	0.8702	0.9995	0.8702	0.9992	0.8341	0.8338	human	NA	NA	9	closed	FALSE	abundance	0.1	0.9
1	0.03	0.03	41742	42630700	33929400000	6329250	12660000	0.771	0.9998	0.8707	0.9996	0.8707	0.9994	0.8191	0.8179	human	NA	NA	10	open	FALSE	abundance	0.1	0.9
1	0.03	0.03	6351	42544200	20064100000	6316600	10684100	0.7993	0.9997	0.8707	0.9995	0.8707	0.9992	0.8338	0.8335	human	NA	NA	10	closed	FALSE	abundance	0.1	0.9
1	0.03	0.03	37265	42417000	33845200000	6069390	12873600	0.7672	0.9998	0.8748	0.9996	0.8748	0.9994	0.819	0.8175	human	NA	NA	1	open	FALSE	distance	0.1	0.9
1	0.03	0.03	1822	41943800	11766700000	5992240	10335600	0.8023	0.9995	0.875	0.9991	0.875	0.9986	0.8372	0.8371	human	NA	NA	1	closed	FALSE	distance	0.1	0.9
1	0.03	0.03	36952	42338900	33856700000	6011200	12951700	0.7658	0.9998	0.8757	0.9996	0.8757	0.9994	0.8186	0.817	human	NA	NA	2	open	FALSE	distance	0.1	0.9
1	0.03	0.03	1754	41847600	11620300000	5925680	10337500	0.8019	0.9995	0.876	0.9991	0.876	0.9986	0.8374	0.8373	human	NA	NA	2	closed	FALSE	distance	0.1	0.9
1	0.03	0.03	36963	42450500	33854300000	6122640	12840100	0.7678	0.9998	0.874	0.9996	0.874	0.9994	0.8189	0.8174	human	NA	NA	3	open	FALSE	distance	0.1	0.9
1	0.03	0.03	1799	41948400	11565500000	6035710	10300500	0.8029	0.9995	0.8742	0.9991	0.8742	0.9986	0.8371	0.837	human	NA	NA	3	closed	FALSE	distance	0.1	0.9
1	0.03	0.03	36889	41529700	33848600000	5792640	13760900	0.7511	0.9998	0.8776	0.9996	0.8776	0.9994	0.8116	0.8094	human	NA	NA	4	open	FALSE	distance	0.1	0.9
1	0.03	0.03	1771	41014500	11432700000	5704410	11169000	0.786	0.9995	0.8779	0.999	0.8779	0.9985	0.8299	0.8294	human	NA	NA	4	closed	FALSE	distance	0.1	0.9
1	0.03	0.03	36997	42405000	33862600000	6087920	12885600	0.7669	0.9998	0.8745	0.9996	0.8745	0.9994	0.8187	0.8172	human	NA	NA	5	open	FALSE	distance	0.1	0.9
1	0.03	0.03	1769	41924400	11684000000	6005520	10304900	0.8027	0.9995	0.8747	0.9991	0.8747	0.9986	0.8372	0.8372	human	NA	NA	5	closed	FALSE	distance	0.1	0.9
1	0.03	0.03	36998	41623200	33852200000	5345290	13667400	0.7528	0.9998	0.8862	0.9996	0.8862	0.9994	0.8165	0.8141	human	NA	NA	6	open	FALSE	distance	0.1	0.9
1	0.03	0.03	1777	41126300	11570000000	5259720	11048000	0.7882	0.9995	0.8866	0.999	0.8866	0.9986	0.8353	0.8345	human	NA	NA	6	closed	FALSE	distance	0.1	0.9
1	0.03	0.03	36915	42369300	33851400000	6097920	12921300	0.7663	0.9998	0.8742	0.9996	0.8742	0.9994	0.8182	0.8167	human	NA	NA	7	open	FALSE	distance	0.1	0.9
1	0.03	0.03	1768	41871300	11538800000	6011500	10309400	0.8024	0.9995	0.8745	0.9991	0.8745	0.9986	0.837	0.8369	human	NA	NA	7	closed	FALSE	distance	0.1	0.9
1	0.03	0.03	36943	42226700	33842600000	6063510	13063900	0.7637	0.9998	0.8744	0.9996	0.8744	0.9994	0.8169	0.8153	human	NA	NA	8	open	FALSE	distance	0.1	0.9
1	0.03	0.03	1814	41725000	11536600000	5976130	10476700	0.7993	0.9995	0.8747	0.9991	0.8747	0.9986	0.8355	0.8353	human	NA	NA	8	closed	FALSE	distance	0.1	0.9
1	0.03	0.03	36942	42515300	33839900000	6172320	12775400	0.7689	0.9998	0.8732	0.9996	0.8732	0.9994	0.8192	0.8178	human	NA	NA	9	open	FALSE	distance	0.1	0.9
1	0.03	0.03	1785	42026700	11578000000	6087640	10197700	0.8047	0.9995	0.8735	0.9991	0.8735	0.9986	0.8377	0.8377	human	NA	NA	9	closed	FALSE	distance	0.1	0.9
1	0.03	0.03	36936	41575900	33847100000	5687090	13714700	0.752	0.9998	0.8797	0.9996	0.8797	0.9994	0.813	0.8108	human	NA	NA	10	open	FALSE	distance	0.1	0.9
1	0.03	0.03	1787	41075000	11554900000	5599620	11084500	0.7875	0.9995	0.88	0.999	0.88	0.9986	0.8318	0.8312	human	NA	NA	10	closed	FALSE	distance	0.1	0.9
1	0.03	0.03	58601	11382300	12623200000	2402090	2845720	0.8	0.9998	0.8257	0.9998	0.8257	0.9996	0.8126	0.8127	marine	NA	NA	1	open	FALSE	simple	0.1	0.9
1	0.03	0.03	6803	11320600	3682620000	2393520	2224340	0.8358	0.9994	0.8255	0.9994	0.8255	0.9988	0.83	0.8306	marine	NA	NA	1	closed	FALSE	simple	0.1	0.9
1	0.03	0.03	58562	11370100	12617300000	2383860	2857980	0.7991	0.9998	0.8267	0.9998	0.8267	0.9996	0.8126	0.8127	marine	NA	NA	2	open	FALSE	simple	0.1	0.9
1	0.03	0.03	6821	11311000	3740550000	2376000	2255630	0.8337	0.9994	0.8264	0.9994	0.8264	0.9988	0.8294	0.8301	marine	NA	NA	2	closed	FALSE	simple	0.1	0.9
1	0.03	0.03	58813	11350600	12627500000	2350780	2877420	0.7978	0.9998	0.8284	0.9998	0.8284	0.9996	0.8127	0.8128	marine	NA	NA	3	open	FALSE	simple	0.1	0.9
1	0.03	0.03	6794	11292000	3743250000	2342940	2299790	0.8308	0.9994	0.8282	0.9994	0.8282	0.9988	0.8289	0.8295	marine	NA	NA	3	closed	FALSE	simple	0.1	0.9
1	0.03	0.03	58817	11365400	12630000000	2377830	2862620	0.7988	0.9998	0.827	0.9998	0.827	0.9996	0.8126	0.8126	marine	NA	NA	4	open	FALSE	simple	0.1	0.9
1	0.03	0.03	6879	11307000	3758320000	2370040	2282430	0.832	0.9994	0.8267	0.9994	0.8267	0.9988	0.8288	0.8294	marine	NA	NA	4	closed	FALSE	simple	0.1	0.9
1	0.03	0.03	58618	11375400	12631600000	2392080	2852620	0.7995	0.9998	0.8263	0.9998	0.8263	0.9996	0.8126	0.8127	marine	NA	NA	5	open	FALSE	simple	0.1	0.9
1	0.03	0.03	6742	11315900	3720660000	2384060	2227920	0.8355	0.9994	0.826	0.9994	0.826	0.9988	0.8301	0.8307	marine	NA	NA	5	closed	FALSE	simple	0.1	0.9
1	0.03	0.03	58738	11365800	12624300000	2375510	2862300	0.7988	0.9998	0.8271	0.9998	0.8271	0.9996	0.8126	0.8127	marine	NA	NA	6	open	FALSE	simple	0.1	0.9
1	0.03	0.03	6749	11307300	3733610000	2367780	2274550	0.8325	0.9994	0.8269	0.9994	0.8269	0.9988	0.8291	0.8297	marine	NA	NA	6	closed	FALSE	simple	0.1	0.9
1	0.03	0.03	58630	11375800	12633500000	2387910	2852250	0.7995	0.9998	0.8265	0.9998	0.8265	0.9996	0.8127	0.8128	marine	NA	NA	7	open	FALSE	simple	0.1	0.9
1	0.03	0.03	6734	11316800	3719520000	2380120	2247240	0.8343	0.9994	0.8262	0.9994	0.8262	0.9988	0.8296	0.8303	marine	NA	NA	7	closed	FALSE	simple	0.1	0.9
1	0.03	0.03	58618	11282300	12620800000	2355110	2945750	0.793	0.9998	0.8273	0.9998	0.8273	0.9996	0.8097	0.8098	marine	NA	NA	8	open	FALSE	simple	0.1	0.9
1	0.03	0.03	6753	11223200	3722320000	2347130	2335220	0.8278	0.9994	0.827	0.9994	0.827	0.9987	0.8268	0.8274	marine	NA	NA	8	closed	FALSE	simple	0.1	0.9
1	0.03	0.03	58834	11353600	12625700000	2364120	2874500	0.798	0.9998	0.8277	0.9998	0.8277	0.9996	0.8125	0.8125	marine	NA	NA	9	open	FALSE	simple	0.1	0.9
1	0.03	0.03	6880	11295300	3751300000	2356320	2301200	0.8308	0.9994	0.8274	0.9994	0.8274	0.9988	0.8285	0.8291	marine	NA	NA	9	closed	FALSE	simple	0.1	0.9
1	0.03	0.03	58639	11379400	12610100000	2400240	2848640	0.7998	0.9998	0.8258	0.9998	0.8258	0.9996	0.8125	0.8126	marine	NA	NA	10	open	FALSE	simple	0.1	0.9
1	0.03	0.03	6799	11321200	3732400000	2392580	2235360	0.8351	0.9994	0.8255	0.9994	0.8255	0.9988	0.8297	0.8303	marine	NA	NA	10	closed	FALSE	simple	0.1	0.9
1	0.03	0.03	58415	11381300	12605900000	2443570	2846790	0.79990000000000006	0.9998	0.8232	0.9998	0.8232	0.9996	0.8113	0.8114	marine	NA	NA	1	open	FALSE	abundance	0.1	0.9
1	0.03	0.03	6047	11323700	3689130000	2435710	2119840	0.8423	0.9993	0.823	0.9994	0.823	0.9988	0.832	0.8325	marine	NA	NA	1	closed	FALSE	abundance	0.1	0.9
1	0.03	0.03	58520	11413200	12607800000	2457810	2814920	0.8022	0.9998	0.8228	0.9998	0.8228	0.9996	0.8122	0.8124	marine	NA	NA	2	open	FALSE	abundance	0.1	0.9
1	0.03	0.03	6067	11354700	3687110000	2449710	2113580	0.8431	0.9993	0.8225	0.9994	0.8225	0.9988	0.8321	0.8327	marine	NA	NA	2	closed	FALSE	abundance	0.1	0.9
1	0.03	0.03	58403	11379600	12597700000	2442800	2848430	0.7998	0.9998	0.8233	0.9998	0.8233	0.9996	0.8112	0.8114	marine	NA	NA	3	open	FALSE	abundance	0.1	0.9
1	0.03	0.03	5968	11320500	3666490000	2434680	2166700	0.8394	0.9993	0.823	0.9994	0.823	0.9988	0.8305	0.8311	marine	NA	NA	3	closed	FALSE	abundance	0.1	0.9
1	0.03	0.03	58371	11412400	12600400000	2458730	2815630	0.8021	0.9998	0.8227	0.9998	0.8227	0.9996	0.8122	0.8123	marine	NA	NA	4	open	FALSE	abundance	0.1	0.9
1	0.03	0.03	6007	11352100	3648780000	2450270	2086220	0.8448	0.9993	0.8225	0.9994	0.8225	0.9988	0.8329	0.8335	marine	NA	NA	4	closed	FALSE	abundance	0.1	0.9
1	0.03	0.03	58261	11398400	12601200000	2456060	2829660	0.8011	0.9998	0.8227	0.9998	0.8227	0.9996	0.8116	0.8118	marine	NA	NA	5	open	FALSE	abundance	0.1	0.9
1	0.03	0.03	5933	11340200	3675720000	2448270	2087720	0.8445	0.9993	0.8224	0.9994	0.8224	0.9988	0.8328	0.8333	marine	NA	NA	5	closed	FALSE	abundance	0.1	0.9
1	0.03	0.03	58653	11404700	12618000000	2464060	2823370	0.8016	0.9998	0.8223	0.9998	0.8223	0.9996	0.8117	0.8118	marine	NA	NA	6	open	FALSE	abundance	0.1	0.9
1	0.03	0.03	5954	11345500	3682320000	2455920	2097730	0.844	0.9993	0.8221	0.9994	0.8221	0.9988	0.8323	0.8329	marine	NA	NA	6	closed	FALSE	abundance	0.1	0.9
1	0.03	0.03	58425	11413200	12608900000	2464560	2814860	0.8022	0.9998	0.8224	0.9998	0.8224	0.9996	0.812	0.8122	marine	NA	NA	7	open	FALSE	abundance	0.1	0.9
1	0.03	0.03	5959	11354000	3663430000	2456460	2079320	0.8452	0.9993	0.8221	0.9994	0.8221	0.9988	0.833	0.8335	marine	NA	NA	7	closed	FALSE	abundance	0.1	0.9
1	0.03	0.03	58539	11409200	12607000000	2461340	2818880	0.8019	0.9998	0.8225	0.9998	0.8225	0.9996	0.8119	0.8121	marine	NA	NA	8	open	FALSE	abundance	0.1	0.9
1	0.03	0.03	5990	11350400	3674220000	2453450	2116240	0.8429	0.9993	0.8223	0.9994	0.8223	0.9988	0.8319	0.8324	marine	NA	NA	8	closed	FALSE	abundance	0.1	0.9
1	0.03	0.03	58537	11409000	12608500000	2449460	2819060	0.8019	0.9998	0.8233	0.9998	0.8233	0.9996	0.8123	0.8124	marine	NA	NA	9	open	FALSE	abundance	0.1	0.9
1	0.03	0.03	6086	11349200	3691030000	2441430	2087110	0.8447	0.9993	0.823	0.9994	0.823	0.9988	0.8331	0.8337	marine	NA	NA	9	closed	FALSE	abundance	0.1	0.9
1	0.03	0.03	58767	11363200	12618500000	2429090	2864870	0.7986	0.9998	0.8239	0.9998	0.8239	0.9996	0.811	0.8111	marine	NA	NA	10	open	FALSE	abundance	0.1	0.9
1	0.03	0.03	6045	11306500	3722180000	2421530	2147890	0.8404	0.9993	0.8236	0.9994	0.8236	0.9988	0.8313	0.8319	marine	NA	NA	10	closed	FALSE	abundance	0.1	0.9
1	0.03	0.03	53913	11299300	12463800000	2313050	2928780	0.7942	0.9998	0.8301	0.9998	0.8301	0.9996	0.8117	0.8117	marine	NA	NA	1	open	FALSE	distance	0.1	0.9
1	0.03	0.03	1526	11136400	1749170000	2287540	2264770	0.831	0.9987	0.8296	0.9987	0.8296	0.9974	0.829	0.8303	marine	NA	NA	1	closed	FALSE	distance	0.1	0.9
1	0.03	0.03	53954	11245100	12472200000	2324640	2982950	0.7903	0.9998	0.8287	0.9998	0.8287	0.9996	0.8091	0.8091	marine	NA	NA	2	open	FALSE	distance	0.1	0.9
1	0.03	0.03	1535	11080900	1750090000	2298210	2343830	0.8254	0.9987	0.8282	0.9987	0.8282	0.9974	0.8255	0.8268	marine	NA	NA	2	closed	FALSE	distance	0.1	0.9
1	0.03	0.03	53888	11208800	12473000000	2285580	3019220	0.7878	0.9998	0.8306	0.9998	0.8306	0.9996	0.8087	0.8086	marine	NA	NA	3	open	FALSE	distance	0.1	0.9
1	0.03	0.03	1526	11044200	1738090000	2258680	2374030	0.8231	0.9987	0.8302	0.9986	0.8302	0.9974	0.8253	0.8266	marine	NA	NA	3	closed	FALSE	distance	0.1	0.9
1	0.03	0.03	53822	11323700	12464400000	2360800	2904370	0.7959	0.9998	0.8275	0.9998	0.8275	0.9996	0.8113	0.8114	marine	NA	NA	4	open	FALSE	distance	0.1	0.9
1	0.03	0.03	1528	11158700	1731630000	2334780	2259240	0.8316	0.9987	0.827	0.9987	0.827	0.9974	0.828	0.8293	marine	NA	NA	4	closed	FALSE	distance	0.1	0.9
1	0.03	0.03	53942	11188300	12460400000	2272320	3039820	0.7864	0.9998	0.8312	0.9998	0.8312	0.9996	0.8082	0.8081	marine	NA	NA	5	open	FALSE	distance	0.1	0.9
1	0.03	0.03	1559	11024500	1769620000	2246330	2404840	0.8209	0.9987	0.8307	0.9986	0.8307	0.9974	0.8245	0.8258	marine	NA	NA	5	closed	FALSE	distance	0.1	0.9
1	0.03	0.03	53816	11280500	12468600000	2299460	2947580	0.7928	0.9998	0.8307	0.9998	0.8307	0.9996	0.8113	0.8113	marine	NA	NA	6	open	FALSE	distance	0.1	0.9
1	0.03	0.03	1536	11111300	1727980000	2272380	2292380	0.829	0.9987	0.8302	0.9987	0.8302	0.9974	0.8283	0.8296	marine	NA	NA	6	closed	FALSE	distance	0.1	0.9
1	0.03	0.03	53931	11173600	12462000000	2260620	3054490	0.7853	0.9998	0.8317	0.9998	0.8317	0.9996	0.808	0.8079	marine	NA	NA	7	open	FALSE	distance	0.1	0.9
1	0.03	0.03	1554	11004100	1736290000	2233350	2406440	0.8206	0.9987	0.8313	0.9986	0.8313	0.9974	0.8246	0.8259	marine	NA	NA	7	closed	FALSE	distance	0.1	0.9
1	0.03	0.03	53820	11227100	12472700000	2307170	3000980	0.7891	0.9998	0.8295	0.9998	0.8295	0.9996	0.8088	0.8088	marine	NA	NA	8	open	FALSE	distance	0.1	0.9
1	0.03	0.03	1520	11054800	1711010000	2279470	2352280	0.8245	0.9987	0.8291	0.9986	0.8291	0.9973	0.8254	0.8268	marine	NA	NA	8	closed	FALSE	distance	0.1	0.9
1	0.03	0.03	53843	11244900	12468900000	2308270	2983150	0.7903	0.9998	0.8297	0.9998	0.8297	0.9996	0.8096	0.8095	marine	NA	NA	9	open	FALSE	distance	0.1	0.9
1	0.03	0.03	1524	11073200	1702690000	2280670	2313610	0.8272	0.9987	0.8292	0.9986	0.8292	0.9973	0.8268	0.8282	marine	NA	NA	9	closed	FALSE	distance	0.1	0.9
1	0.03	0.03	53923	11359400	12463700000	2398980	2868680	0.7984	0.9998	0.8256	0.9998	0.8256	0.9996	0.8117	0.8118	marine	NA	NA	10	open	FALSE	distance	0.1	0.9
1	0.03	0.03	1513	11189100	1716920000	2371470	2208770	0.8351	0.9986	0.8251	0.9987	0.8251	0.9974	0.8288	0.8301	marine	NA	NA	10	closed	FALSE	distance	0.1	0.9
1	0.03	0.03	8896	7606140	2300720000	988625	2180100	0.7772	0.9996	0.885	0.9991	0.885	0.9986	0.8287	0.8276	mouse	NA	NA	1	open	FALSE	simple	0.1	0.9
1	0.03	0.03	1786	7589080	1579820000	986535	1889280	0.8007	0.9994	0.885	0.9988	0.885	0.9982	0.8409	0.8407	mouse	NA	NA	1	closed	FALSE	simple	0.1	0.9
1	0.03	0.03	8862	7607690	2300180000	980229	2178560	0.7774	0.9996	0.8859	0.9991	0.8859	0.9986	0.8292	0.8281	mouse	NA	NA	2	open	FALSE	simple	0.1	0.9
1	0.03	0.03	1825	7591220	1596210000	978363	1899150	0.79990000000000006	0.9994	0.8858	0.9988	0.8858	0.9982	0.8409	0.8407	mouse	NA	NA	2	closed	FALSE	simple	0.1	0.9
1	0.03	0.03	8831	7589240	2300400000	959980	2197000	0.7755	0.9996	0.8877	0.999	0.8877	0.9986	0.829	0.8278	mouse	NA	NA	3	open	FALSE	simple	0.1	0.9
1	0.03	0.03	1775	7570760	1578180000	957564	1878700	0.8012	0.9994	0.8877	0.9988	0.8877	0.9982	0.8425	0.8422	mouse	NA	NA	3	closed	FALSE	simple	0.1	0.9
1	0.03	0.03	8881	7613870	2300230000	997341	2172370	0.778	0.9996	0.8842	0.9991	0.8842	0.9986	0.8287	0.8277	mouse	NA	NA	4	open	FALSE	simple	0.1	0.9
1	0.03	0.03	1784	7597350	1590660000	995390	1875860	0.802	0.9994	0.8842	0.9988	0.8842	0.9982	0.8412	0.8411	mouse	NA	NA	4	closed	FALSE	simple	0.1	0.9
1	0.03	0.03	8795	7589480	2300800000	969835	2196760	0.7755	0.9996	0.8867	0.999	0.8867	0.9986	0.8286	0.8274	mouse	NA	NA	5	open	FALSE	simple	0.1	0.9
1	0.03	0.03	1796	7572770	1591400000	967844	1923580	0.7974	0.9994	0.8867	0.9988	0.8867	0.9982	0.84	0.8397	mouse	NA	NA	5	closed	FALSE	simple	0.1	0.9
1	0.03	0.03	8897	7245400	2300330000	965754	2540840	0.7404	0.9996	0.8824	0.9989	0.8824	0.9985	0.8075	0.8052	mouse	NA	NA	6	open	FALSE	simple	0.1	0.9
1	0.03	0.03	1805	7227340	1586670000	963620	2256490	0.7621	0.9994	0.8824	0.9986	0.8824	0.998	0.819	0.8178	mouse	NA	NA	6	closed	FALSE	simple	0.1	0.9
1	0.03	0.03	8867	7464340	2301610000	905499	2321910	0.7627	0.9996	0.8918	0.999	0.8918	0.9986	0.8241	0.8222	mouse	NA	NA	7	open	FALSE	simple	0.1	0.9
1	0.03	0.03	1806	7446130	1585760000	903182	2038980	0.785	0.9994	0.8918	0.9987	0.8918	0.9982	0.8358	0.835	mouse	NA	NA	7	closed	FALSE	simple	0.1	0.9
1	0.03	0.03	8835	7581160	2300810000	962500	2205080	0.7747	0.9996	0.8873	0.999	0.8873	0.9986	0.8284	0.8272	mouse	NA	NA	8	open	FALSE	simple	0.1	0.9
1	0.03	0.03	1784	7562380	1577980000	960048	1922420	0.7973	0.9994	0.8874	0.9988	0.8874	0.9982	0.8402	0.8399	mouse	NA	NA	8	closed	FALSE	simple	0.1	0.9
1	0.03	0.03	8848	7350560	2299150000	926553	2435690	0.7511	0.9996	0.8881	0.9989	0.8881	0.9985	0.816	0.8139	mouse	NA	NA	9	open	FALSE	simple	0.1	0.9
1	0.03	0.03	1763	7331460	1572350000	924054	2131140	0.7748	0.9994	0.8881	0.9986	0.8881	0.9981	0.8285	0.8276	mouse	NA	NA	9	closed	FALSE	simple	0.1	0.9
1	0.03	0.03	8886	7583290	2300040000	987385	2202950	0.7749	0.9996	0.8848	0.999	0.8848	0.9986	0.8273	0.8262	mouse	NA	NA	10	open	FALSE	simple	0.1	0.9
